index,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
26418,"hello , can i have 2 hats and 2 books ?",,,,,,,,,
26419,i will need at least 1 hat too .,,,,,,,,,
26420,you can have all the books but i need one if not both hats .,,,,,,,,,
26421,"sure , i'm feeling generous",,,,,,,,,
26422,"i would like the ball , all else to you",,,,,,,,,
26423,deal,,,,,,,,,
26424,what would you like,,,,,,,,,
26425,and i get the balls and one hat ? deal,,,,,,,,,
26426,i'd like the books and one hat,,,,,,,,,
26427,deal,,,,,,,,,
26428,i would be content with the just the hat,,,,,,,,,
26429,okay,,,,,,,,,
26430,i'd like the hat and 2 books and you can have the basketball and 1 book,,,,,,,,,
26431,what if i take the hat and you have the rest ?,,,,,,,,,
26432,i would like the book 1 hat and 1 basketball you can have the rest,,,,,,,,,
26433,ok,,,,,,,,,
26434,ok i ll take the hat and leave you the rest,,,,,,,,,
26435,are you sure,,,,,,,,,
26436,ok,,,,,,,,,
26437,ok ill take the balls and books you get the hats,,,,,,,,,
26438,i'll take 2 hats .,,,,,,,,,
26439,i just want the balls,,,,,,,,,
26440,you take the rest,,,,,,,,,
26441,ok,,,,,,,,,
26442,i'll need one hat along with the ball and book,,,,,,,,,
26443,"i guess . okay , you get 3 hats , i get book and ball",,,,,,,,,
26444,if i can have the hats you can have the ball and book /,,,,,,,,,
26445,"that only puts me at 4 =\ the book is only worth 1 and the ball worth nothing to me , . . sure you can't part with all three hats ?",,,,,,,,,
26446,"i can give you all the balls if you want , but i like the hat and book",,,,,,,,,
26447,nope,,,,,,,,,
26448,i would like the book and the balls .,,,,,,,,,
26449,any way you'd give up the book for balls ?,,,,,,,,,
26450,"ok , i agree with your initial offer then .",,,,,,,,,
26451,i'd only like the ball,,,,,,,,,
26452,so youll give me the books ?,,,,,,,,,
26453,hi there,,,,,,,,,
26454,"okay no problem . i will give you that , and the two hats , if you will allow me to have the three books .",,,,,,,,,
26455,cool !,,,,,,,,,
26456,hi i would love the ball,,,,,,,,,
26457,sure,,,,,,,,,
26458,i would like the book and all the hats,,,,,,,,,
26459,"you take the hats , and i will take everything else",,,,,,,,,
26460,i can take the hats and you have the rest or 2 balls and 1 hat .,,,,,,,,,
26461,hey there ! i'd like the ball and maybe 2 hats ? what about you ?,,,,,,,,,
26462,can we split the hats ? i'm assuming our high value items are the ball and the book ?,,,,,,,,,
26463,oh alright . you have a deal . i get the ball and 1 hat .,,,,,,,,,
26464,you take the ball and 1 hat and ill take the rest,,,,,,,,,
26465,"ill still be short , i need 3 hats and the book",,,,,,,,,
26466,ty deal,,,,,,,,,
26467,if i can have the books you can have the rest .,,,,,,,,,
26468,level with you the balls and hat are worth 0 to me .,,,,,,,,,
26469,well then we talk about until we can click no deal .,,,,,,,,,
26470,let me know if you care to renegotiate this endeavor,,,,,,,,,
26471,"well you ""practically"" have no use , i have no use .",,,,,,,,,
26472,"you want them , you don't need them .",,,,,,,,,
26473,no deal i can give you 3 balls,,,,,,,,,
26474,practically the same with me so i cant give you the books,,,,,,,,,
26475,yes no deal,,,,,,,,,
26476,why would i we both have no use for the hats and balls . . .,,,,,,,,,
26477,doesnt matter i need them,,,,,,,,,
26478,"no , i need the hat . you can have the book and 1 ball",,,,,,,,,
26479,fine . no deal,,,,,,,,,
26480,agreed,,,,,,,,,
26481,no deal,,,,,,,,,
26482,nothing,,,,,,,,,
26483,i need the book and hat you can have the balls,,,,,,,,,
26484,no hat no deal,,,,,,,,,
26485,no deal,,,,,,,,,
26486,no deal,,,,,,,,,
26487,no deal,,,,,,,,,
26488,no deal .,,,,,,,,,
26489,you can have 2 of the balls and 2 of the books .,,,,,,,,,
26490,"ok , you can have the hat if i can have all the books , 2 balls , and the hat .",,,,,,,,,
26491,the hat and balls for me,,,,,,,,,
26492,counteroffer ?,,,,,,,,,
26493,that hat is what i need,,,,,,,,,
26494,"okay , my pictures have disappered . . . i need two of what is on top :",,,,,,,,,
26495,"i'll give you you one each of book , hat , and ball .",,,,,,,,,
26496,"ok , you get two of the one of the middle and i get the bottom .",,,,,,,,,
26497,i want the hat and both books .,,,,,,,,,
26498,yes,,,,,,,,,
26499,ok if i agree then you get 1 hat and 2 books . i get 3 balls in exchange . do we have a deal ?,,,,,,,,,
26500,we have a deal . you get 1 hat and 2 books . i get 3 balls .,,,,,,,,,
26501,hmm . i guess i can let you have the balls and one book .,,,,,,,,,
26502,ew . i'd like the balls and whatever else you'd be willing to spare ? : ),,,,,,,,,
26503,"fair enough , deal",,,,,,,,,
26504,i'll take the book and hats if you want the balls,,,,,,,,,
26505,balls have 0 value on my end,,,,,,,,,
26506,i want the book and one ball,,,,,,,,,
26507,i need the book and you can have both hats,,,,,,,,,
26508,can i have the hats and the balls ?,,,,,,,,,
26509,sounds good,,,,,,,,,
26510,you can have the hat and 2 balls,,,,,,,,,
26511,i would like the books and the hat .,,,,,,,,,
26512,i can give you 1 book and the ball,,,,,,,,,
26513,so you are getting 1 ball and 1 book correct ?,,,,,,,,,
26514,i will need at least two books along with the ball .,,,,,,,,,
26515,deal,,,,,,,,,
26516,yes,,,,,,,,,
26517,ill take the hat and ball you can have the books .,,,,,,,,,
26518,thanks i get the ball and hat your get the books .,,,,,,,,,
26519,works for me ! thank you !,,,,,,,,,
26520,id like 3 balls,,,,,,,,,
26521,ok 3 balls for me rest for you,,,,,,,,,
26522,gimme book and hat,,,,,,,,,
26523,deal,,,,,,,,,
26524,ok that sounds like a good deal,,,,,,,,,
26525,i just want the ball the rest is yours,,,,,,,,,
26526,"hello , i would like the hat and the books and am willing to give you the balls in return",,,,,,,,,
26527,i need to get the hat but am willing to adjust my offer . i will take the hat and 1 book while giving you 2 books and the balls,,,,,,,,,
26528,that's the best offer i can manage,,,,,,,,,
26529,"no problem , all of the books are ? i can give you 2 but do need at least 1 as well",,,,,,,,,
26530,"okay , i guess i can do that too",,,,,,,,,
26531,i want hat and 1 ball,,,,,,,,,
26532,boo,,,,,,,,,
26533,forgive last message ; it was a partial word only . book is a must for me .,,,,,,,,,
26534,i'll settle for the hat ; you take all others .,,,,,,,,,
26535,deal,,,,,,,,,
26536,return one ball to me and you've got a dal .,,,,,,,,,
26537,the balls and hat to me,,,,,,,,,
26538,ok deal,,,,,,,,,
26539,i want one of each,,,,,,,,,
26540,"i'll need all the books and the ball , or the ball and the hat",,,,,,,,,
26541,"books are almost worthless to me , can't do that",,,,,,,,,
26542,deal,,,,,,,,,
26543,you can have 2 books and the ball . i need the hat and 1 book,,,,,,,,,
26544,you can have all the books . i need the hat and the ball,,,,,,,,,
26545,"ok , you get the books and the ball . i will take the hat",,,,,,,,,
26546,you can have books,,,,,,,,,
26547,two books and one ball,,,,,,,,,
26548,no deal,,,,,,,,,
26549,nd,,,,,,,,,
26550,nd,,,,,,,,,
26551,i want the hats and a book,,,,,,,,,
26552,"i'll need a hat in addition , or it won't work for me",,,,,,,,,
26553,balls worthless to me,,,,,,,,,
26554,nd,,,,,,,,,
26555,nd,,,,,,,,,
26556,i take two books and one ball,,,,,,,,,
26557,how about i just take two books thats it,,,,,,,,,
26558,ok,,,,,,,,,
26559,"no , how about 1 book and 2 balls",,,,,,,,,
26560,"that will not work , i will take two books and you can have the rest",,,,,,,,,
26561,"how about i keep the balls and hats , and you can have the books ?",,,,,,,,,
26562,deal .,,,,,,,,,
26563,"i dont want the hats , i would like 1 ball and 1 book",,,,,,,,,
26564,perfect,,,,,,,,,
26565,i will give you 2 books and 2 hats .,,,,,,,,,
26566,i agree .,,,,,,,,,
26567,i want the hats and ball .,,,,,,,,,
26568,ok .,,,,,,,,,
26569,i'll take the book and ball . you can have the hats .,,,,,,,,,
26570,i need hat and 3 balls,,,,,,,,,
26571,still a bad deal for me,,,,,,,,,
26572,ok,,,,,,,,,
26573,i would like the hat and 2 books,,,,,,,,,
26574,you can have all the balls and a book for the hat and 2 books for me,,,,,,,,,
26575,ok ill take just the hat,,,,,,,,,
26576,i get hat and ball you get the rest,,,,,,,,,
26577,deal,,,,,,,,,
26578,give me books and one ball,,,,,,,,,
26579,i would like the basketballs and both hats you can have the book,,,,,,,,,
26580,i will take the basketballs and 1 hat you take the book and 1 hat,,,,,,,,,
26581,i need the book and one other item .,,,,,,,,,
26582,deal,,,,,,,,,
26583,hello i would really like the books and the hats - what do you need ?,,,,,,,,,
26584,thats not going to to work . i will need 2 books and the hats .,,,,,,,,,
26585,it is,,,,,,,,,
26586,"you can have the hats but , i need the books and the balls",,,,,,,,,
26587,if that is your final deal,,,,,,,,,
26588,i just wannt the 4 books,,,,,,,,,
26589,i can live with that,,,,,,,,,
26590,gimme one book and the rest,,,,,,,,,
26591,take the ball and give me 1 book atleast and the hats,,,,,,,,,
26592,yes perfect so i will take hats and one book,,,,,,,,,
26593,i need the ball and 2 books,,,,,,,,,
26594,ok so i will take 1 ball and 1 book ?,,,,,,,,,
26595,deal,,,,,,,,,
26596,what would you like,,,,,,,,,
26597,how about all hats for you and i keep the rest,,,,,,,,,
26598,deal,,,,,,,,,
26599,i need the hats and the book please,,,,,,,,,
26600,okay that seems acceptable . deal .,,,,,,,,,
26601,i need the two hats and you could keep the rest,,,,,,,,,
26602,thats fine,,,,,,,,,
26603,need book and 2 hats,,,,,,,,,
26604,"ouch , book only thing worth something",,,,,,,,,
26605,no deal ?,,,,,,,,,
26606,ok,,,,,,,,,
26607,sorry i cant let you do that i need the book and balls,,,,,,,,,
26608,i guess we can do that i wont be at alot of points though,,,,,,,,,
26609,yes thats fine,,,,,,,,,
26610,can i take the hats and book ? you get the balls ?,,,,,,,,,
26611,"unfortunately i can't let go of the book . i can give up one of the hats if need be , though .",,,,,,,,,
26612,"pretty much the same after giving up the hat , but at least we'll be just about even , i believe ? i think that's our best bet . . . i get 1 book , 1 hat , you get 3 balls , 1 hat ?",,,,,,,,,
26613,hello,,,,,,,,,
26614,if i get the books and balls,,,,,,,,,
26615,ok deal,,,,,,,,,
26616,i'd like hats if that works for you .,,,,,,,,,
26617,agreed .,,,,,,,,,
26618,books and hat please,,,,,,,,,
26619,id like hat and 2 books,,,,,,,,,
26620,no,,,,,,,,,
26621,fine,,,,,,,,,
26622,"you can have the books , i'll take hat and ball",,,,,,,,,
26623,you can have the hat and one book . deal ?,,,,,,,,,
26624,i take hat and one book then,,,,,,,,,
26625,deal,,,,,,,,,
26626,"hi , ill take the hat and ball and you can have all the books",,,,,,,,,
26627,i can part with 2 balls but can i get the hat and both books ?,,,,,,,,,
26628,deal,,,,,,,,,
26629,how about you get one hat and one book,,,,,,,,,
26630,yes you can get two books and one hat,,,,,,,,,
26631,deal,,,,,,,,,
26632,may i have the book and 1 ball . you get the rest,,,,,,,,,
26633,deal,,,,,,,,,
26634,give me all balls and books,,,,,,,,,
26635,ok,,,,,,,,,
26636,how about 2 balls and 1 book for the hats and 1 book for me,,,,,,,,,
26637,i would like books,,,,,,,,,
26638,thats fair,,,,,,,,,
26639,i would like books and hat,,,,,,,,,
26640,i'd give you books if i get everthing else,,,,,,,,,
26641,ok,,,,,,,,,
26642,"i would the book and a ball , please .",,,,,,,,,
26643,how about you give me 1 ball and the book .,,,,,,,,,
26644,how about all 4 balls and i get the other two,,,,,,,,,
26645,deal,,,,,,,,,
26646,give me the books and balls,,,,,,,,,
26647,give me books and 2 balls,,,,,,,,,
26648,deal,,,,,,,,,
26649,balls and hats for me,,,,,,,,,
26650,i'll take the hat and three balls,,,,,,,,,
26651,if i can have the two hats and the book you can have the balls,,,,,,,,,
26652,i can take the book and the balls if you want both hats,,,,,,,,,
26653,okay then i will take the hats and the balls and you can have the book ?,,,,,,,,,
26654,what deal are you willing to make ?,,,,,,,,,
26655,i wanted the book and one of the hats and one of the balls,,,,,,,,,
26656,i want the book more than the hats,,,,,,,,,
26657,ok deal,,,,,,,,,
26658,i really wanted 1 of each .,,,,,,,,,
26659,can't argue with that - i'll take 4 books 1 ball,,,,,,,,,
26660,i'd like hat .,,,,,,,,,
26661,i have to have hat . it's 7 points for me .,,,,,,,,,
26662,all i want is the hat and the balls,,,,,,,,,
26663,yes,,,,,,,,,
26664,can i have one ball ?,,,,,,,,,
26665,i can't do a deal without the hat .,,,,,,,,,
26666,"but i'd like at least one of the balls , too .",,,,,,,,,
26667,"i need the hat and book , you can have the balls",,,,,,,,,
26668,"ok , you take the hat , i'll take the rest",,,,,,,,,
26669,deal,,,,,,,,,
26670,ok,,,,,,,,,
26671,you can have the books .,,,,,,,,,
26672,i would like the books . you can have the basketballs,,,,,,,,,
26673,i'd like the hat,,,,,,,,,
26674,ok . you can have the hat and the balls . i'll keep the books,,,,,,,,,
26675,"fair , can i keep the hat too ? its pretty .",,,,,,,,,
26676,would you be willing to give up any books ?,,,,,,,,,
26677,sounds good . thank you . i agree to this .,,,,,,,,,
26678,lemme get that hat and two balls,,,,,,,,,
26679,"so you want the hat , two books and one ball ?",,,,,,,,,
26680,"no deal , i really need that hat .",,,,,,,,,
26681,i can live with that,,,,,,,,,
26682,i keep the hat and give you one ball and one book .,,,,,,,,,
26683,how about i keep the hat and one ball and you get everything else,,,,,,,,,
26684,you get the hat and one ball . . .,,,,,,,,,
26685,deal,,,,,,,,,
26686,sorry can't give up the ball,,,,,,,,,
26687,no i can't give up the ball under any circumstance,,,,,,,,,
26688,i do need 1 hat . what if i take the ball and 1 hat and you get the rest,,,,,,,,,
26689,i would like two books and a ball .,,,,,,,,,
26690,can you give up the ball in exchange for one book ?,,,,,,,,,
26691,"alright , i'll take both books and the hats .",,,,,,,,,
26692,deal .,,,,,,,,,
26693,i'm fine with only both balls,,,,,,,,,
26694,deal .,,,,,,,,,
26695,"i must have the book , you can have the rest .",,,,,,,,,
26696,i wantthe book and one ball,,,,,,,,,
26697,deal,,,,,,,,,
26698,and i want a million dollars,,,,,,,,,
26699,you take all balls and i keep the rest,,,,,,,,,
26700,so i ll take the 0 points ball and two hats,,,,,,,,,
26701,"no deal , keep it going",,,,,,,,,
26702,fine,,,,,,,,,
26703,i want the hats and book and 1 ball,,,,,,,,,
26704,i'll let you counteroffer,,,,,,,,,
26705,balls are worth nothing to me,,,,,,,,,
26706,"no deal , hats have to be mine",,,,,,,,,
26707,i can take 1 hat and the book to make a deal,,,,,,,,,
26708,no i want both hats and 1 ball and 1 book,,,,,,,,,
26709,2 hats and 2 balls then ?,,,,,,,,,
26710,2 balls and 2 hats ?,,,,,,,,,
26711,how about 2 hats 1 ball and 1 book ?,,,,,,,,,
26712,2 hats 1 ball and 2 books ?,,,,,,,,,
26713,i need at least 1 book,,,,,,,,,
26714,2 hats and 2 books,,,,,,,,,
26715,"how about i get 1 book , 1 hat , and 1 ball . even down the middle ?",,,,,,,,,
26716,ok deal,,,,,,,,,
26717,if i can have the books and one ball you can have the rest,,,,,,,,,
26718,that isn't going to work . you can have two hats and one ball if you would like .,,,,,,,,,
26719,that isn't going to work . you can have one ball,,,,,,,,,
26720,no deal . you can have one ball and two hats .,,,,,,,,,
26721,not going to work . you can have two hats and one ball,,,,,,,,,
26722,i need the books .,,,,,,,,,
26723,no deal .,,,,,,,,,
26724,definitely can't do that .,,,,,,,,,
26725,i'll take the books and you can have the rest,,,,,,,,,
26726,i want the 3 books please,,,,,,,,,
26727,sure,,,,,,,,,
26728,i can take everything else ?,,,,,,,,,
26729,deal,,,,,,,,,
26730,"hi , can i get the hats and the ball ?",,,,,,,,,
26731,"sorry , no deal , i really need the hats",,,,,,,,,
26732,thats very low for me if we split the hats .,,,,,,,,,
26733,"no deal then , keep talking untill we can submit",,,,,,,,,
26734,no deal,,,,,,,,,
26735,no deal,,,,,,,,,
26736,"the ball yes , but i want the hats and books",,,,,,,,,
26737,can we split the hats ?,,,,,,,,,
26738,"well , can we , otherwise no deal can be made on my end",,,,,,,,,
26739,ok,,,,,,,,,
26740,but maybe you just split the hats : d,,,,,,,,,
26741,"hi , i need the book and one hat",,,,,,,,,
26742,"the hat and 2 balls , deal ?",,,,,,,,,
26743,"one hat and one book for me , deal ?",,,,,,,,,
