index,sentences,greeting,misc:books,misc:hats,misc:balls,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement,thanks,numeric,same,annotated,cluster
22529,"i would like the book , 1 hat , and the ball",False,,,,,,,,,,,,False,,False,False,29
22530,i need the book too,False,,,,,,,,,,,,False,,False,False,30
22531,i agree,False,,,,,,,,,,,,False,,False,False,-1
22532,unless you are willing to give me the book then we can't agree,False,,,,,,,,,,,,False,,False,False,34
22533,no,False,,,,,,,,,,,No Deal,False,,False,True,2
22534,sorry that won't work . how about i get the ball and one book,False,,,,,,,,,,,,False,,False,False,34
22535,i will give you a book and 2 hats .,False,,,,,,,,,,,,False,,False,False,20
22536,you want 1 ball and 1 book . that works for me .,False,,,,,,,,,,,,False,,False,False,29
22537,i really need both books . you could take all the rest .,False,,,,,,,,,,,,False,,False,False,-1
22538,"balls have no value for me , so you should take them all . only the books are valuable .",False,,,,all,,0,,,all,,,False,,False,True,34
22539,i trade you a ball for a book,False,,,,,,,,,,,,False,,False,False,28
22540,ok deal,False,,,,,,,,,,,Full,False,,False,True,8
22541,how about one book and 2 hats for me,False,,,,,,,,,,,,False,,False,False,20
22542,deal,False,,,,,,,,,,,Full,False,,False,True,0
22543,i'd love to take a hat and ball off your hands,False,,,,,,,,,,,,False,,False,False,15
22544,i'll take the hat and a book then,False,,,,,,,,,,,,False,,False,False,18
22545,i need books and ball,False,,,,,,,,,,,,False,,False,False,36
22546,ok,False,,,,,,,,,,,Full,False,,False,True,5
22547,"if i can have the ball , you can have the rest",False,,,,,,,,,,,,False,,False,False,19
22548,that works for me ! thank you !,False,,,,,,,,,,,,False,,False,False,16
22549,i can do hat and 1 book or ball .,False,,,,,,,,,,,,False,,False,False,29
22550,"no deal . hat is 5 points for me . i can hat and 1 book , but that's it .",False,,,,,,,,,,,,False,,False,False,26
22551,then no deal . we just need to talk until the no deal button lights up .,False,,,,,,,,,,,,False,,False,False,16
22552,we just have to type back and forth a few times .,False,,,,,,,,,,,,False,,False,False,16
22553,it sucks . but that's how it works .,False,,,,,,,,,,,,False,,False,False,16
22554,you take the books ?,False,,,,,,,,,,,,False,,False,False,30
22555,i need the hat and balls,False,,,,,,,,,,,,False,,False,False,19
22556,i need hat and 1 ball,False,,,,,,,,,,,,False,,False,False,19
22557,ok whens that ?,False,,,,,,,,,,,,False,,False,False,16
22558,ok sometimes we just cant make a deal,False,,,,,,,,,,,,False,,False,False,16
22559,there it is,False,,,,,,,,,,,,False,,False,False,16
22560,i'd be happy with 1 book 1 hat,False,,,,,,,,,,,,False,,False,False,-1
22561,ok,False,,,,,,,,,,,Full,False,,False,True,5
22562,"ok , i'll take the rest",False,,,,,,,,,,,,False,,False,False,16
22563,i don't feel like that's agreeable . the books are the most valuable to my collection .,False,,,,,,,,,,,,False,,False,False,-1
22564,"i need the hat and books , you can have the balls",False,,,,,,,,,,,,False,,False,False,36
22565,then you keep the books and i get the hat and the balls,False,,,,,,,,,,,,False,,False,False,-1
22566,"i need 2 balls , you can have everything else",False,,,,,,,,,,,,False,,False,False,19
22567,ill take two hats and a ball,False,,,,,,,,,,,,False,,False,False,19
22568,ok sounds good,False,,,,,,,,,,,,False,,False,False,-1
22569,and the three hats .,False,,3,,,,,,,,,,False,,False,True,7
22570,okay,False,,,,,,,,,,,Full,False,,False,True,4
22571,you can have the book,False,,,,,,,,,,,,False,,False,False,30
22572,you can have 2 hats - i get one and the balls,False,,,,,,,,,,,,False,,False,False,19
22573,book and 2 hats to me,False,,,,1,2,,,,,,,False,,False,True,20
22574,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22575,i would like the book and two hats .,False,,,,,,,,,,,,False,,False,False,20
22576,how about i get the book and two basketballs then and you can have the hats and a basketball ?,False,,,,,,,,,,,,False,,False,False,14
22577,"if you get the book , i will need everything else .",False,,,,,,,,,,,,False,,False,False,-1
22578,great .,False,,,,,,,,,,,,False,,False,False,16
22579,i would like that exact same thing .,False,,,,,,,,,,,,False,,False,False,16
22580,no . i'll need the book for sure . everything else is negotiable .,False,,,,,,,,,,,,False,,False,False,31
22581,"fine . i don't love that , but fine .",False,,,,,,,,,,,,False,,False,False,16
22582,i need the hat and the books,False,,,,,,,,,,,,False,,False,False,24
22583,i want the hat and the balls,False,,,,,,,,,,,,False,,False,False,19
22584,you can have two books and a hat .,False,,,,,,,,,,,,False,,False,False,20
22585,ill take the ball but i would like a hat and 1 book as well,False,,,,,,,,,,,,False,,False,False,-1
22586,i can give you the hats but i would need everything else\,False,,,,,,,,,,,,False,,False,False,19
22587,how about you get the hats and 1 book ?,False,,,,,,,,,,,,False,,False,False,27
22588,"hi , i need the hats and 2 books",True,,,,,,,,,,,,False,,False,False,20
22589,sorry that does not work for me . i really need the hats and 2 books,False,,,,,,,,,,,,False,,False,False,34
22590,"sorry no deal , i need at least one other item",False,,,,,,,,,,,,False,,False,False,16
22591,ok deal,False,,,,,,,,,,,Full,False,,False,True,3
22592,okay,False,,,,,,,,,,,Full,False,,False,True,4
22593,i want the ball and both books,False,,,,,,,,,,,,False,,False,False,-1
22594,hello,True,,,,,,,,,,,,False,,False,True,10
22595,i would like the basketball,False,,,,,,,,,,,,False,,False,False,14
22596,i would give you all 3 books,False,,,,,,,,,,,,False,,False,False,7
22597,how about i get the basketball and you get the hats,False,,,,,,,,,,,,False,,False,False,14
22598,i will take the basketball and you can have everything else,False,,,,,,,,,,,,False,,False,False,14
22599,all i am interested in is the basketball,False,,,,,,all,,,,,,False,,False,True,14
22600,i guess we cant agree on a deal,False,,,,,,,,,,,,False,,False,False,16
22601,hi,True,,,,,,,,,,,,False,,False,True,11
22602,what do you want ?,False,,,,,,,,,,True,,False,,False,True,16
22603,what would you give me in return ?,False,,,,,,,,,,,,False,,False,False,16
22604,how about you get the books and i get the basketball ?,False,,,,,,,,,,,,False,,False,False,14
22605,you keep the hats ill take the basket ball,False,,,,,,,,,,,,False,,False,False,14
22606,naw that does not give me a good deal,False,,,,,,,,,,,,False,,False,False,16
22607,so am i,False,,,,,,,,,,,,False,,False,False,16
22608,guess not,False,,,,,,,,,,,,False,,False,False,16
22609,i need balls and books,False,,,,,,,,,,,,False,,False,False,-1
22610,no deals,False,,,,,,,,,,,,False,,False,False,16
22611,"how about , i take hat and both balls",False,,,,,,,,,,,,False,,False,False,15
22612,we . . . . burn it down . . . together,False,,,,,,,,,,,,False,,False,False,16
22613,"hi there ! i would like the basketball and 3 books , please .",True,,,,,,,,,,,,False,,False,False,7
22614,you can have the ball and 1 book .,False,,,,,,,,,,,,False,,False,False,29
22615,"no , that is not fair as there is only one ball and one hat . you can have the ball and 1 book .",False,,,,,,,,,,,,False,,False,False,-1
22616,what if i give you the hat and 1 book ?,False,,,,,,,,,,,,False,,False,False,27
22617,i'm sorry . you can have the hat and 1 book or the ball and 1 book .,False,,,,,,,,,,,,False,,False,False,29
22618,you can have the hat and 2 books . final offer .,False,,,,,,,,,,,,False,,False,False,20
22619,"you keep the balls , i keep the hat and the book",False,,,,,,,,,,,,False,,False,False,-1
22620,great,False,,,,,,,,,,,Full,False,,False,True,-1
22621,sure,False,,,,,,,,,,,Full,False,,False,True,-1
22622,you can have the two books,False,,,,,,,,,,,,False,,False,False,20
22623,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22624,can i just have the hat ?,False,,,,,,,,,,,,False,,False,False,19
22625,"naw just want the hat , you can have the rest",False,,,,,,,,,,,,False,,False,False,19
22626,no i need the ball,False,,,,,,,,,,,,False,,False,False,19
22627,"you see it , are you saying i can have the ball ? and the rest goes to you",False,,,,,,,,,,,,False,,False,False,19
22628,do you have books and caps,False,,,,,,,,,,,,False,,False,False,18
22629,"ok , what are the value of ball",False,,,,,,,,,,,,False,,False,False,19
22630,i need the ball,False,,,,,,,,,,,,False,,False,False,19
22631,you can have all the hats,False,,,,,,,,,,,,False,,False,False,19
22632,i can do all books only,False,,,,,,,,,,,,False,,False,False,-1
22633,you can have the ball if i can have 1 hat and books .,False,,,,,,,,,,,,False,,False,False,29
22634,i would like all the hats and a book,False,,,,,,,,,,,,False,,False,False,-1
22635,"can't do that , i need a hat",False,,,,,,,,,,,,False,,False,False,19
22636,can i give you a hat for the book ?,False,,,,,,,,,,,,False,,False,False,18
22637,"ok , book is yours , the rest mine",False,,,,,,,,,,,,False,,False,False,32
22638,no,False,,,,,,,,,,,No Deal,False,,False,True,2
22639,hi i would like the book and ball and you can have the hats,True,,,,,,,,,,,,False,,False,False,23
22640,"no sorry , i cant make a deal without the book .",False,,,,,,,,,,,,False,,False,False,-1
22641,can i at least get 1 hat ?,False,,,,,,,,,,,,False,,False,False,19
22642,"ok , deal",False,,,,,,,,,,,Full,False,,False,True,-1
22643,i would like both balls and one book .,False,,,,,,,,,,,,False,,False,False,29
22644,"no , i can't . i would need at least 1 ball and all books .",False,,,,,,,,,,,,False,,False,False,-1
22645,"ok , sounds good",False,,,,,,,,,,,,False,,False,False,-1
22646,which items do you want ?,False,,,,,,,,,,,,False,,False,False,16
22647,would you do all 3 books and i'll take the balls and hat ?,False,,,,,,,,,,,,False,,False,False,7
22648,how about one ball and two books and i'll take one book one hat one ball ?,False,,,,,,,,,,,,False,,False,False,25
22649,i would like the book and 2 balls please,False,,,,,,,,,,,,False,,False,False,-1
22650,"i really like this book , it is by my favorite author . you can have all of the balls and the hat",False,,,,,,,,,,,,False,,False,False,-1
22651,"ok , i will take all of the balls and the hat then",False,,,,,,,,,,,,False,,False,False,15
22652,how about i give you all the balls and the hat and i take the book .,False,,,,,,,,,,,,False,,False,False,-1
22653,i really just need the book .,False,,,,,,,,,,,,False,,False,False,-1
22654,great,False,,,,,,,,,,,Full,False,,False,True,-1
22655,"ok , i'll take the rest",False,,,,,,,,,,,,False,,False,False,16
22656,i'd like the book .,False,,,,,,,,,,,,False,,False,False,-1
22657,deal,False,,,,,,,,,,,Full,False,,False,True,0
22658,i want the book and balls .,False,,,,,,,,,,,,False,,False,False,-1
22659,you can have the hat and one ball .,False,,,,,,,,,,,,False,,False,False,19
22660,i like to read too . i don't mind to have all the balls if you don't want them .,False,,,,,,,,,,,,False,,False,False,-1
22661,if i can have the balls you can have everything else,False,,,,,,,,,,,,False,,False,False,19
22662,deal . thank you .,False,,,,,,,,,,,Full,True,,False,True,16
22663,ok,False,,,,,,,,,,,Full,False,,False,True,5
22664,would you accept just all the balls instead ?,False,,,,,,,,,,,,False,,False,False,19
22665,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22666,can i have one book and two balls,False,,,,,,,,,,,,False,,False,False,25
22667,all the balls if i get the hat too .,False,,,,,1,,,,all,,,False,,False,True,15
22668,i'll take the ball . you can have the rest .,False,,,,,,,,,,,,False,,False,False,19
22669,deal,False,,,,,,,,,,,Full,False,,False,True,0
22670,it's the one with most value for me too : (,False,,,,,,,,,,,,False,,False,False,16
22671,so long as we don't get punished for doing the best we can - you can have book if i get the rest of it,False,,,,,,,,,,,,False,,False,False,-1
22672,only books have value for me,False,,,,,,,,,,,,False,,False,False,-1
22673,not sure how they expect us to deal when there is no other leverage,False,,,,,,,,,,,,False,,False,False,19
22674,okay,False,,,,,,,,,,,Full,False,,False,True,4
22675,sorry i need the hats and balls,False,,,,,,,,,,,,False,,False,False,19
22676,i understand . no deal,False,,,,,,,,,,,,False,,False,False,16
22677,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22678,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22679,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22680,"hi , i need 3 books and 2 hats",True,,,,,,,,,,,,False,,False,False,7
22681,"no deal then , i can`t , it`s low score for me",False,,,,,,,,,,,,False,,False,False,16
22682,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22683,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22684,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22685,"no i need the balls , 3 or 2 atleast",False,,,,,,,,,,,,False,,False,False,7
22686,can i have the book with my 2 balls ?,False,,,,,,,,,,,,False,,False,False,25
22687,can i have one hate ?,False,,,,,,,,,,,,False,,False,False,16
22688,i will giv eyou the deal but i am not happy abou tit,False,,,,,,,,,,,,False,,False,False,16
22689,yes,False,,,,,,,,,,,Full,False,,False,True,9
22690,"hello , u keep book and i ll take the rest",True,,,,,,,,,,,,False,,False,False,-1
22691,ok 2 balls for you and i get the rest,False,,,,,,,,,,,,False,,False,False,19
22692,no can do sorry,False,,,,,,,,,,,,False,,False,False,16
22693,"no you cannot , sorry again",False,,,,,,,,,,,,False,,False,False,16
22694,ok so you take two balls correct,False,,,,,,,,,,,,False,,False,False,19
22695,tx,False,,,,,,,,,,,,False,,False,False,-1
22696,we can split the hats i'll take the ball you can have the books,False,,,,,,,,,,,,False,,False,False,35
22697,i would be happy with just two hats,False,,,,,,,,,,,,False,,False,False,19
22698,"sounds good to me , thanks .",False,,,,,,,,,,,,False,,False,False,16
22699,i'd like all the balls and one book,False,,,,,,,,,,,,False,,False,False,29
22700,ok deal,False,,,,,,,,,,,Full,False,,False,True,3
22701,"i need the hat , 1 ball and 2 books",False,,,,,,,,,,,,False,,False,False,25
22702,no hat no deal . i,False,,,,,,,,,,,,False,,False,False,16
22703,i need the hat you can have the rest,False,,,,,,,,,,,,False,,False,False,19
22704,yes,False,,,,,,,,,,,Full,False,,False,True,9
22705,"no on the hat , you can have 1 book and 2 balls",False,,,,,,,,,,,,False,,False,False,25
22706,"okay , guess we have no deal",False,,,,,,,,,,,,False,,False,False,16
22707,"okay , that i can do . so you get 1 hat and i get all the books and all the balls correct ?",False,,,,,,,,,,,,False,,False,False,29
22708,"okay , deal .",False,,,,,,,,,,,Full,False,,False,True,12
22709,i would like the hat and the books .,False,,,,,,,,,,,,False,,False,False,22
22710,i really need the hat .,False,,,,,,,,,,,,False,,False,False,19
22711,can i have at least two books ?,False,,,,,,,,,,,,False,,False,False,20
22712,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22713,just books,False,,,,,,,,,,,,False,,False,False,-1
22714,ok just hat and i keep the rest,False,,,,,,,,,,,,False,,False,False,19
22715,one book then,False,,,,,,,,,,,,False,,False,False,-1
22716,no deal . if you get all the books what else would you need ?,False,,,,,,,,,,,,False,,False,False,31
22717,2 balls and 1 book please ?,False,,,,1,,2,,,,,,False,,False,True,25
22718,1 ball,False,,,1,,,,,,,,,False,,False,True,19
22719,may i have a hat ?,False,,,,,,,,,,,,False,,False,False,19
22720,sounds good,False,,,,,,,,,,,Full,False,,False,True,-1
