,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
4749,"hey , i take the two hats and a ball",,,,,,,,,
4750,"if i can have all the hats and the book , you can have the basketball",,,,,,,,,
4751,"i will take the book and hat , you can have the balls ?",,,,,,,,,
4752,hey there ! i'd like the hat and maybe 2 balls ? what about you ?,,,,,,,,,
4753,i'd like the balls .,,,,,,,,,
4754,can i get the book and balls,,,,,,,,,
4755,everything is worth 2 points to me so figure out how i can walk away with atleast 6 and i'll agree to whatever you want .,,,,,,,,,
4756,i want everything,,,,,,,,,
4757,i would like the ball and two hats if possible,,,,,,,,,
4758,"hi , i want the hat and one book",,,,,,,,,
4759,i'm a cowboy who's learning to read . i'd like the hat so i can keep the sun out of my eyes while i try to read .,,,,,,,,,
4760,can i have the book and ball,,,,,,,,,
4761,i want one of each - you can have three hats .,,,,,,,,,
4762,"you can have the balls , the others are worth 2 each to me .",,,,,,,,,
4763,i need the book and one ball,,,,,,,,,
4764,i need the hat and books and you can have the balls,,,,,,,,,
4765,"good evening ! i'd like the hat and 2 balls , are the books of value to you ?",,,,,,,,,
4766,could i have the hat and ball and you can keep the three books ?,,,,,,,,,
4767,i need the ball and the book,,,,,,,,,
4768,i want the hats and the book,,,,,,,,,
4769,"hiya . if i can have the ball and one hat , you can have the rest .",,,,,,,,,
4770,if i can have the ball and the books you can have the hats,,,,,,,,,
4771,do you want to split everything evenly ?,,,,,,,,,
4772,i'd like 2 hats and a book ?,,,,,,,,,
4773,i'd like the hat and books .,,,,,,,,,
4774,i will give you three books,,,,,,,,,
4775,i can offer you one ball or one book,,,,,,,,,
4776,i'll give you the books if i can take the rest .,,,,,,,,,
4777,hats and balls for me,,,,,,,,,
4778,i can give you book,,,,,,,,,
4779,hats and books for me,,,,,,,,,
4780,i'd like to know what you propose before i tell you what i want .,,,,,,,,,
4781,i can give you 2 balls,,,,,,,,,
4782,"can i have the book , 1 hat and 1 ball ?",,,,,,,,,
4783,are you a basketball fan ?,,,,,,,,,
4784,i want the hat and 1 ball,,,,,,,,,
4785,you take all books and i keep the rest,,,,,,,,,
4786,i'd like all the hats,,,,,,,,,
4787,"i'd like the hats and the balls , please .",,,,,,,,,
4788,"i would like 1 book , 1 hat , 1 ball",,,,,,,,,
4789,i'll take the hats and balls . you take the book .,,,,,,,,,
4790,i'd like the ball and a book .,,,,,,,,,
4791,"you take the books and 1 hat , i take the balls and 1 hat",,,,,,,,,
4792,if i can have the balls and the hats you can have the book,,,,,,,,,
4793,"the hat and book to me , rest to u",,,,,,,,,
4794,"hello ! i would like the books , and a hat , and you can have the balls .",,,,,,,,,
4795,what do you want ?,,,,,,,,,
4796,i want two hats and a ball .,,,,,,,,,
4797,"ball and a book for me , the rest to you",,,,,,,,,
4798,"you can have the hats , i need books and ball",,,,,,,,,
4799,"hi , i'd like 1 book and 2 hats .",,,,,,,,,
4800,i'd like the books and the balls .,,,,,,,,,
4801,can i have 2 balls ?,,,,,,,,,
4802,i can do 2 books for you,,,,,,,,,
4803,i want the hat and books,,,,,,,,,
4804,what would you like,,,,,,,,,
4805,"hi , i would like the ball and hat and you can have the books",,,,,,,,,
4806,i'll keep the balls and you can have the rest,,,,,,,,,
4807,i need the book and the hat and you can have the balls,,,,,,,,,
4808,i will give you 2 balls for 2 hats,,,,,,,,,
4809,i would like the hat and either the book or the balls .,,,,,,,,,
4810,"i'd like the books , you can have the rest .",,,,,,,,,
4811,"i'd like the hats and ball , you get books .",,,,,,,,,
4812,you keep all the balls and i keep the rest,,,,,,,,,
4813,can i have the books ?,,,,,,,,,
4814,i would like the hat and the balls .,,,,,,,,,
4815,i would like the balls and the books .,,,,,,,,,
4816,"hello , how about 2 hats and 1 ball for me , 2 books 1 ball for you ?",,,,,,,,,
4817,ball and 2 books please and you could keep the rest,,,,,,,,,
4818,i'd like the hat and ball .,,,,,,,,,
4819,i need that cowboy hat and the balls,,,,,,,,,
4820,i can give you 3 books if i can have the rest,,,,,,,,,
4821,you can have all the hats if i can have the basketballs and the book,,,,,,,,,
4822,hello . i would like the book and the hat . you can have all 4 balls .,,,,,,,,,
4823,i will take the books and you can have the rest,,,,,,,,,
4824,can i have two balls and a book and a hat please ?,,,,,,,,,
4825,i'd like the ball and the hat please,,,,,,,,,
4826,"i need the balls and 2 books , you take the hat and 2 books",,,,,,,,,
4827,i would like all three hats and the book,,,,,,,,,
4828,"i'll take a book and a hat , you can have everything else",,,,,,,,,
4829,i would like the ball and both hats .,,,,,,,,,
4830,i'd like the hat and the book,,,,,,,,,
4831,can i get the hat and 1 book please,,,,,,,,,
4832,if i can have the hats and the balls you can have the book,,,,,,,,,
4833,"i'd like the hat , both balls and a book .",,,,,,,,,
4834,you take hat and one book and i keep the rest,,,,,,,,,
4835,i would like both hats and one ball,,,,,,,,,
4836,i just want the ball,,,,,,,,,
4837,"i'd like both balls ; maybe a hat . . . you can have all the books , they are of not use to me .",,,,,,,,,
4838,i want the book and 3 hats,,,,,,,,,
4839,i would like one of each .,,,,,,,,,
4840,hello . i'd be willing to give you all of the books if i can have the two hats and ball ?,,,,,,,,,
4841,i'd like 1 of each,,,,,,,,,
4842,i ball 3 hats and 1 book .,,,,,,,,,
4843,i'd like the hats and the basketball ; are the books of high value to you ?,,,,,,,,,
4844,i would like 2 hats and either 1 book or 1 ball ?,,,,,,,,,
4845,"hi , i would like the ball and 2 hats and you can have the book and 1 hat",,,,,,,,,
4846,i can take 2 balls and a book if that's ok,,,,,,,,,
4847,i need the hat and the balls,,,,,,,,,
4848,"hi , i would like the books and balls and you can have the hat",,,,,,,,,
4849,i would like the hat and 3 balls,,,,,,,,,
4850,i'd like two balls a hat and the book .,,,,,,,,,
4851,i need the book and the ball,,,,,,,,,
4852,balls and books for me,,,,,,,,,
4853,give me the book,,,,,,,,,
4854,i need the books and the hats,,,,,,,,,
4855,i would like the books and the balls .,,,,,,,,,
4856,i need the hats and the ball,,,,,,,,,
4857,"i'd like the balls and the book , you get all the hats .",,,,,,,,,
4858,i'd like balls and 1 hat or book .,,,,,,,,,
4859,i can live with the ball and one hat,,,,,,,,,
4860,hi i would like the books and balls and you can have the hats,,,,,,,,,
4861,i'll take two books and one ball,,,,,,,,,
4862,can i have all three hats and the book,,,,,,,,,
4863,i'd like 1 of each please . deal ?,,,,,,,,,
4864,i need both balls and one book,,,,,,,,,
4865,ill take the book and one ball,,,,,,,,,
4866,if i can have the book and the ball you can have the hats,,,,,,,,,
4867,i would like the ball and books . you ca have the hats,,,,,,,,,
4868,"i will take the hats and 1 book , you can have the rest",,,,,,,,,
4869,i'd like 2 hats 2 balls,,,,,,,,,
4870,i need 3 hats and 1 book .,,,,,,,,,
4871,i need the hats and 3 balls,,,,,,,,,
4872,you keep the ball and i get the rest,,,,,,,,,
4873,i need the hat and the ball you can have the books,,,,,,,,,
4874,can i have the books ? i really like books .,,,,,,,,,
4875,can i get 2 hats ?,,,,,,,,,
4876,i'll take the book and ball if you want the hats,,,,,,,,,
4877,two hats for two balls,,,,,,,,,
4878,"i'd like both balls , you can keep everything else .",,,,,,,,,
4879,hello chap . i would be much obliged if i could get the two books and 2 hats .,,,,,,,,,
4880,"hello , how about the hat and 2 books for me , 2 books and the ball for you ?",,,,,,,,,
4881,"i'd like 2 balls , an 1 book please .",,,,,,,,,
4882,"one hat and one ball for me , the rest for you",,,,,,,,,
4883,i need 2 hats and 2 balls .,,,,,,,,,
4884,i would like your book,,,,,,,,,
4885,i'd like the hat and book,,,,,,,,,
4886,i'd just like a book,,,,,,,,,
4887,what do you want ?,,,,,,,,,
4888,id like books,,,,,,,,,
4889,"i'll take ball and a book and you can have the rest , ok ?",,,,,,,,,
4890,i want the book and ball,,,,,,,,,
4891,i would like 1 hat and 1 ball,,,,,,,,,
4892,i would be happy with just the hat,,,,,,,,,
4893,i'd like 1 of each,,,,,,,,,
4894,you take the books and i will take the hats and the ball,,,,,,,,,
4895,i'll trade 1 ball for 1 hat,,,,,,,,,
4896,you can have all 3 hats if i can just have the ball and book,,,,,,,,,
4897,i need the ball and the books and you can have the hats,,,,,,,,,
4898,"i want the book and the hat , you can have the balls .",,,,,,,,,
4899,"i'd like the books , the rest to you",,,,,,,,,
4900,"hello , friend ! i have an interest in the hats and basketballs .",,,,,,,,,
4901,i would like 1 of each item,,,,,,,,,
4902,i would like 1 of each item,,,,,,,,,
4903,you can take all the books,,,,,,,,,
4904,if i can have the hats and the books you can have the balls,,,,,,,,,
4905,i'd like the balls and one hat .,,,,,,,,,
4906,i need the book and 2 hats,,,,,,,,,
4907,i would like the book two hats and one ball,,,,,,,,,
4908,i would like the book and both hats,,,,,,,,,
4909,i just want the book,,,,,,,,,
4910,i'd like the hat and the balls,,,,,,,,,
4911,i want the hat and two books,,,,,,,,,
4912,can i have the book and the balls and one hat ?,,,,,,,,,
4913,"all books to me , you have all the rest",,,,,,,,,
4914,you take the books and i will keep the hat and the balls,,,,,,,,,
4915,hi i would like the balls and books and you can have the hats,,,,,,,,,
4916,i'd like the book and the hat and a ball .,,,,,,,,,
4917,you can have all the books if i can have the hat and balls .,,,,,,,,,
4918,"i would like two balls , one hat , and two books",,,,,,,,,
4919,if i can have the hats you can have the rest,,,,,,,,,
4920,could i have the hats and one book ?,,,,,,,,,
4921,i'd like hat and 2 balls or 2 books .,,,,,,,,,
4922,"hi , i need the book and 2 balls",,,,,,,,,
4923,i want the hat and ball,,,,,,,,,
4924,"hi , i'd like 1 hat and 2 books .",,,,,,,,,
4925,i want all hats at th value of 3,,,,,,,,,
4926,give me hat and ball,,,,,,,,,
4927,i would like the book and the balls you can have all of the hats,,,,,,,,,
4928,if i can have the book and the ball and one book i will give you the other three books,,,,,,,,,
4929,"i'll take books and ball , you can have the hats",,,,,,,,,
4930,could i have the book and one ball thank you kindly ?,,,,,,,,,
4931,i would like 2 balls and the book,,,,,,,,,
4932,hi i would like the books and ball and you can have the hats,,,,,,,,,
4933,you can have both of the books if i can keep all of the hats and the ball .,,,,,,,,,
4934,gimme the balls brah,,,,,,,,,
4935,"how about the hat and one book for me , the ball and two books for you ?",,,,,,,,,
4936,what would you like,,,,,,,,,
4937,give me all books,,,,,,,,,
4938,you get hat i get the rest,,,,,,,,,
4939,i'll take the balls you can have the rest,,,,,,,,,
4940,"hello , is there anything you want in particular ?",,,,,,,,,
4941,"i have no clue what i'm doing , trying to figure it out .",,,,,,,,,
4942,my ideal deal would get me the balls and the hat . the hat is pretty big for me . how about you ?,,,,,,,,,
4943,i'll give you three balls for one book,,,,,,,,,
4944,can i have the hat and the book you can have the balls,,,,,,,,,
4945,i need the book and balls . you can have the hats .,,,,,,,,,
4946,hi i would like the book and hats and you can have the balls,,,,,,,,,
4947,if i can have the hats and one ball you can have the rest,,,,,,,,,
4948,if i can have the books you can have everything else,,,,,,,,,
4949,gimme the ball,,,,,,,,,
4950,you take the books and the hat and i take the balls,,,,,,,,,
4951,i would like one book two balls and the hat,,,,,,,,,
4952,you take the books and the ball i keep the hats,,,,,,,,,
4953,what would you like,,,,,,,,,
4954,could i have the ball and two books ?,,,,,,,,,
4955,i want 1 ball and 2 books,,,,,,,,,
4956,i want one of each .,,,,,,,,,
4957,give me books and hat,,,,,,,,,
4958,"i would like the ball and hats , you can have all the books",,,,,,,,,
4959,i could use some books . you can have the hats .,,,,,,,,,
4960,i would like the books and the hat and ill give you all the balls .,,,,,,,,,
4961,i would like the book and the hats please .,,,,,,,,,
4962,hello i need to books and some balls - what about you,,,,,,,,,
4963,"hey there , i'd like the 2 hats and the book ; you keep all 3 balls ?",,,,,,,,,
4964,i'd like the book and ball please .,,,,,,,,,
4965,give me both balls thats all,,,,,,,,,
4966,you can have the books .,,,,,,,,,
4967,i need the books and ball,,,,,,,,,
4968,i would like the hat and the books .,,,,,,,,,
4969,would you accept one book ?,,,,,,,,,
4970,i'd like a hate and a book .,,,,,,,,,
4971,you take all hats and i keep the rest,,,,,,,,,
4972,i need the ball and 1 hat ?,,,,,,,,,
4973,i need the book and 2 hats,,,,,,,,,
4974,you get the book and 2 hats,,,,,,,,,
4975,"hello , can i have 2 hats and 2 books ?",,,,,,,,,
4976,"i would like the ball , all else to you",,,,,,,,,
4977,what would you like,,,,,,,,,
4978,i'd like the hat and 2 books and you can have the basketball and 1 book,,,,,,,,,
4979,i would like the book 1 hat and 1 basketball you can have the rest,,,,,,,,,
4980,ok i ll take the hat and leave you the rest,,,,,,,,,
4981,i'll take 2 hats .,,,,,,,,,
4982,i just want the balls,,,,,,,,,
4983,if i can have the hats you can have the ball and book /,,,,,,,,,
4984,i would like the book and the balls .,,,,,,,,,
4985,i'd only like the ball,,,,,,,,,
4986,hi there,,,,,,,,,
4987,i would like the book and all the hats,,,,,,,,,
4988,hey there ! i'd like the ball and maybe 2 hats ? what about you ?,,,,,,,,,
4989,if i can have the books you can have the rest .,,,,,,,,,
4990,i need the book and hat you can have the balls,,,,,,,,,
4991,the hat and balls for me,,,,,,,,,
4992,"i'll give you you one each of book , hat , and ball .",,,,,,,,,
4993,i want the hat and both books .,,,,,,,,,
4994,ew . i'd like the balls and whatever else you'd be willing to spare ?,,,,,,,,,
4995,i'll take the book and hats if you want the balls,,,,,,,,,
4996,can i have the hats and the balls ?,,,,,,,,,
4997,i would like the books and the hat .,,,,,,,,,
4998,ill take the hat and ball you can have the books .,,,,,,,,,
4999,gimme book and hat,,,,,,,,,
5000,"hello , i would like the hat and the books and am willing to give you the balls in return",,,,,,,,,
5001,the balls and hat to me,,,,,,,,,
5002,i want one of each,,,,,,,,,
5003,i want the hats and a book,,,,,,,,,
5004,i take two books and one ball,,,,,,,,,
5005,"how about i keep the balls and hats , and you can have the books ?",,,,,,,,,
5006,i will give you 2 books and 2 hats .,,,,,,,,,
5007,i want the hats and ball .,,,,,,,,,
5008,i would like the hat and 2 books,,,,,,,,,
5009,i get hat and ball you get the rest,,,,,,,,,
5010,i would like the basketballs and both hats you can have the book,,,,,,,,,
5011,hello i would really like the books and the hats - what do you need ?,,,,,,,,,
5012,i just wannt the 4 books,,,,,,,,,
5013,i need the ball and 2 books,,,,,,,,,
5014,what would you like,,,,,,,,,
5015,i need the two hats and you could keep the rest,,,,,,,,,
5016,need book and 2 hats,,,,,,,,,
5017,can i take the hats and book ? you get the balls ?,,,,,,,,,
5018,hello,,,,,,,,,
5019,books and hat please,,,,,,,,,
5020,"hi , ill take the hat and ball and you can have all the books",,,,,,,,,
5021,how about you get one hat and one book,,,,,,,,,
5022,may i have the book and 1 ball . you get the rest,,,,,,,,,
5023,give me all balls and books,,,,,,,,,
5024,i would like books and hat,,,,,,,,,
5025,"i would the book and a ball , please .",,,,,,,,,
5026,give me the books and balls,,,,,,,,,
5027,i'd like hat .,,,,,,,,,
5028,all i want is the hat and the balls,,,,,,,,,
