g,dialog,selection,reward,outcome
2 2 1 6 3 0 ,"['YOU: i want the hat and both books . ', ' THEM: ok if i agree then you get 1 hat and 2 books . i get 3 balls in exchange . do we have a deal ? ', ' YOU: yes ', ' THEM: we have a deal . you get 1 hat and 2 books . i get 3 balls . ']", item0=2 item1=1 item2=0 ,10 agree, 2 1 1 2 3 2
2 1 1 2 3 2 ,"['THEM: i want the hat and both books . ', ' YOU: ok if i agree then you get 1 hat and 2 books . i get 3 balls in exchange . do we have a deal ? ', ' THEM: yes ', ' YOU: we have a deal . you get 1 hat and 2 books . i get 3 balls . ']", item0=0 item1=0 item2=3 ,6 agree, 2 2 1 6 3 0
3 2 1 2 2 1 ,"[""THEM: ew . i'd like the balls and whatever else you'd be willing to spare ? : ) "", ' YOU: hmm . i guess i can let you have the balls and one book . ', ' THEM: fair enough , deal ']", item0=2 item1=1 item2=0 ,6 agree, 3 1 1 1 2 3
3 1 1 1 2 3 ,"[""YOU: ew . i'd like the balls and whatever else you'd be willing to spare ? : ) "", ' THEM: hmm . i guess i can let you have the balls and one book . ', ' YOU: fair enough , deal ']", item0=1 item1=0 item2=2 ,7 agree, 3 2 1 2 2 1
1 2 2 4 3 0 ,"[""YOU: i'll take the book and hats if you want the balls "", ' THEM: i want the book and one ball ', ' YOU: balls have 0 value on my end ', ' THEM: i need the book and you can have both hats ']", item0=0 item1=2 item2=0 ,8 agree, 1 7 2 0 3 1
1 7 2 0 3 1 ,"[""THEM: i'll take the book and hats if you want the balls "", ' YOU: i want the book and one ball ', ' THEM: balls have 0 value on my end ', ' YOU: i need the book and you can have both hats ']", item0=1 item1=0 item2=3 ,10 agree, 1 2 2 4 3 0
2 0 1 6 4 1 ,"['YOU: can i have the hats and the balls ? ', ' THEM: you can have the hat and 2 balls ', ' YOU: sounds good ']", item0=0 item1=1 item2=2 ,8 agree, 2 2 1 2 4 1
2 2 1 2 4 1 ,"['THEM: can i have the hats and the balls ? ', ' YOU: you can have the hat and 2 balls ', ' THEM: sounds good ']", item0=2 item1=0 item2=2 ,6 agree, 2 0 1 6 4 1
3 3 1 1 1 0 ,"['YOU: i would like the books and the hat . ', ' THEM: i will need at least two books along with the ball . ', ' YOU: i can give you 1 book and the ball ', ' THEM: deal ', ' YOU: so you are getting 1 ball and 1 book correct ? ', ' THEM: yes ']", item0=2 item1=1 item2=0 ,7 agree, 3 2 1 1 1 3
3 2 1 1 1 3 ,"['THEM: i would like the books and the hat . ', ' YOU: i will need at least two books along with the ball . ', ' THEM: i can give you 1 book and the ball ', ' YOU: deal ', ' THEM: so you are getting 1 ball and 1 book correct ? ', ' YOU: yes ']", item0=1 item1=0 item2=1 ,5 agree, 3 3 1 1 1 0
4 0 1 5 1 5 ,"['YOU: ill take the hat and ball you can have the books . ', ' THEM: works for me ! thank you ! ', ' YOU: thanks i get the ball and hat your get the books . ']", item0=0 item1=1 item2=1 ,10 agree, 4 2 1 1 1 1
4 2 1 1 1 1 ,"['THEM: ill take the hat and ball you can have the books . ', ' YOU: works for me ! thank you ! ', ' THEM: thanks i get the ball and hat your get the books . ']", item0=4 item1=0 item2=0 ,8 agree, 4 0 1 5 1 5
1 2 1 2 3 2 ,"['THEM: gimme book and hat ', ' YOU: id like 3 balls ', ' THEM: deal ', ' YOU: ok 3 balls for me rest for you ']", item0=0 item1=0 item2=3 ,6 agree, 1 6 1 4 3 0
1 6 1 4 3 0 ,"['YOU: gimme book and hat ', ' THEM: id like 3 balls ', ' YOU: deal ', ' THEM: ok 3 balls for me rest for you ']", item0=1 item1=1 item2=0 ,10 agree, 1 2 1 2 3 2
2 2 3 1 1 3 ,"['THEM: i just want the ball the rest is yours ', ' YOU: ok that sounds like a good deal ']", item0=2 item1=3 item2=0 ,7 agree ,2 0 3 0 1 10
2 0 3 0 1 10,"[' YOU: i just want the ball the rest is yours ', ' THEM: ok that sounds like a good deal ']", item0=0 item1=0 item2=1 ,10 agree, 2 2 3 1 1 3
3 2 1 4 2 0 ,"['YOU: hello , i would like the hat and the books and am willing to give you the balls in return ', ' THEM: i want hat and 1 ball ', ' YOU: i need to get the hat but am willing to adjust my offer . i will take the hat and 1 book while giving you 2 books and the balls ', ' THEM: boo ', "" YOU: that's the best offer i can manage "", ' THEM: forgive last message ; it was a partial word only . book is a must for me . ', ' YOU: no problem , all of the books are ? i can give you 2 but do need at least 1 as well ', "" THEM: i'll settle for the hat ; you take all others . "", ' YOU: okay , i guess i can do that too ', ' THEM: deal ']", item0=3 item1=0 item2=2 ,6 agree, 3 0 1 6 2 2
3 0 1 6 2 2 ,"['THEM: hello , i would like the hat and the books and am willing to give you the balls in return ', ' YOU: i want hat and 1 ball ', ' THEM: i need to get the hat but am willing to adjust my offer . i will take the hat and 1 book while giving you 2 books and the balls ', ' YOU: boo ', "" THEM: that's the best offer i can manage "", ' YOU: forgive last message ; it was a partial word only . book is a must for me . ', ' THEM: no problem , all of the books are ? i can give you 2 but do need at least 1 as well ', "" YOU: i'll settle for the hat ; you take all others . "", ' THEM: okay , i guess i can do that too ', ' YOU: deal ']", item0=0 item1=1 item2=0 ,6 agree, 3 2 1 4 2 0
1 7 1 0 3 1 ,"['THEM: the balls and hat to me ', "" YOU: return one ball to me and you've got a dal . "", ' THEM: ok deal ']", item0=1 item1=0 item2=1 ,8 agree, 1 1 1 3 3 2
1 1 1 3 3 2 ,"['YOU: the balls and hat to me ', "" THEM: return one ball to me and you've got a dal . "", ' YOU: ok deal ']", item0=0 item1=1 item2=2 ,7 agree, 1 7 1 0 3 1
3 1 1 4 1 3 ,"['YOU: i want one of each ', ' THEM: you can have 2 books and the ball . i need the hat and 1 book ', "" YOU: i'll need all the books and the ball , or the ball and the hat "", ' THEM: you can have all the books . i need the hat and the ball ', "" YOU: books are almost worthless to me , can't do that "", ' THEM: ok , you get the books and the ball . i will take the hat ', ' YOU: deal ']", item0=3 item1=0 item2=1 ,6 agree, 3 1 1 7 1 0
3 1 1 7 1 0 ,"['THEM: i want one of each ', ' YOU: you can have 2 books and the ball . i need the hat and 1 book ', "" THEM: i'll need all the books and the ball , or the ball and the hat "", ' YOU: you can have all the books . i need the hat and the ball ', "" THEM: books are almost worthless to me , can't do that "", ' YOU: ok , you get the books and the ball . i will take the hat ', ' THEM: deal ']", item0=0 item1=1 item2=0 ,7 agree, 3 1 1 4 1 3
2 0 2 4 1 2 ,"['THEM: i want the hats and a book ', ' YOU: you can have books ', "" THEM: i'll need a hat in addition , or it won't work for me "", ' YOU: two books and one ball ', ' THEM: balls worthless to me ', ' YOU: no deal ', ' THEM: nd ', ' YOU: nd ', ' THEM: nd ', ' YOU: nd ']", no agreement ,no agreement agree, 2 2 2 3 1 0
2 2 2 3 1 0 ,"['YOU: i want the hats and a book ', ' THEM: you can have books ', "" YOU: i'll need a hat in addition , or it won't work for me "", ' THEM: two books and one ball ', ' YOU: balls worthless to me ', ' THEM: no deal ', ' YOU: nd ', ' THEM: nd ', ' YOU: nd ', ' THEM: nd ']", no agreement ,no agreement agree, 2 0 2 4 1 2
2 4 2 0 2 1 ,"['YOU: i take two books and one ball ', ' THEM: no , how about 1 book and 2 balls ', ' YOU: how about i just take two books thats it ', ' THEM: that will not work , i will take two books and you can have the rest ', ' YOU: ok ']", item0=0 item1=2 item2=2 ,2 agree, 2 3 2 1 2 1
2 3 2 1 2 1 ,"['THEM: i take two books and one ball ', ' YOU: no , how about 1 book and 2 balls ', ' THEM: how about i just take two books thats it ', ' YOU: that will not work , i will take two books and you can have the rest ', ' THEM: ok ']", item0=2 item1=0 item2=0 ,6 agree, 2 4 2 0 2 1
1 0 2 4 2 1 ,"['YOU: how about i keep the balls and hats , and you can have the books ? ', ' THEM: i dont want the hats , i would like 1 ball and 1 book ', ' YOU: deal . ']", item0=0 item1=2 item2=1 ,9 agree, 1 2 2 0 2 4
1 2 2 0 2 4 ,"['THEM: how about i keep the balls and hats , and you can have the books ? ', ' YOU: i dont want the hats , i would like 1 ball and 1 book ', ' THEM: deal . ']", item0=1 item1=0 item2=1 ,6 agree, 1 0 2 4 2 1
2 3 3 0 1 4 ,"['THEM: i will give you 2 books and 2 hats . ', ' YOU: perfect ', ' THEM: i agree . ']", item0=2 item1=2 item2=0 ,6 agree, 2 0 3 2 1 4
2 0 3 2 1 4 ,"['YOU: i will give you 2 books and 2 hats . ', ' THEM: perfect ', ' YOU: i agree . ']", item0=0 item1=1 item2=1 ,6 agree, 2 3 3 0 1 4
1 0 3 3 1 1 ,"['YOU: i want the hats and ball . ', "" THEM: i'll take the book and ball . you can have the hats . "", ' YOU: ok . ']", item0=0 item1=3 item2=1 ,10 disagree, 1 4 3 1 1 3
1 4 3 1 1 3 ,"['THEM: i want the hats and ball . ', "" YOU: i'll take the book and ball . you can have the hats . "", ' THEM: ok . ']", item0=1 item1=0 item2=1 ,7 disagree, 1 0 3 3 1 1
3 1 1 4 3 1 ,"['THEM: i would like the hat and 2 books ', ' YOU: i need hat and 3 balls ', ' THEM: you can have all the balls and a book for the hat and 2 books for me ', ' YOU: still a bad deal for me ', ' THEM: ok ill take just the hat ', ' YOU: ok ']", item0=3 item1=0 item2=3 ,6 agree, 3 1 1 7 3 0
3 1 1 7 3 0 ,"['YOU: i would like the hat and 2 books ', ' THEM: i need hat and 3 balls ', ' YOU: you can have all the balls and a book for the hat and 2 books for me ', ' THEM: still a bad deal for me ', ' YOU: ok ill take just the hat ', ' THEM: ok ']", item0=0 item1=1 item2=0 ,7 agree, 3 1 1 4 3 1
3 0 2 4 2 1 ,"['YOU: i get hat and ball you get the rest ', ' THEM: give me books and one ball ', ' YOU: deal ']", item0=0 item1=2 item2=1 ,9 agree, 3 2 2 0 2 2
3 2 2 0 2 2 ,"['THEM: i get hat and ball you get the rest ', ' YOU: give me books and one ball ', ' THEM: deal ']", item0=3 item1=0 item2=1 ,8 agree, 3 0 2 4 2 1
1 0 2 1 2 4 ,"['YOU: i would like the basketballs and both hats you can have the book ', ' THEM: i need the book and one other item . ', ' YOU: i will take the basketballs and 1 hat you take the book and 1 hat ', ' THEM: deal ']", item0=0 item1=1 item2=2 ,9 agree, 1 6 2 1 2 1
1 6 2 1 2 1 ,"['THEM: i would like the basketballs and both hats you can have the book ', ' YOU: i need the book and one other item . ', ' THEM: i will take the basketballs and 1 hat you take the book and 1 hat ', ' YOU: deal ']", item0=1 item1=1 item2=0 ,7 agree, 1 0 2 1 2 4
3 2 2 2 2 0 ,"['YOU: hello i would really like the books and the hats - what do you need ? ', ' THEM: you can have the hats but , i need the books and the balls ', ' YOU: thats not going to to work . i will need 2 books and the hats . ', ' THEM: if that is your final deal ', ' YOU: it is ']", no agreement ,no agreement disagree, 3 2 2 0 2 2
3 2 2 0 2 2 ,"['THEM: hello i would really like the books and the hats - what do you need ? ', ' YOU: you can have the hats but , i need the books and the balls ', ' THEM: thats not going to to work . i will need 2 books and the hats . ', ' YOU: if that is your final deal ', ' THEM: it is ']", item0=1 item1=0 item2=2 ,6 disagree, 3 2 2 2 2 0
4 2 2 0 1 2 ,"['YOU: i just wannt the 4 books ', ' THEM: gimme one book and the rest ', ' YOU: i can live with that ']", item0=3 item1=0 item2=0 ,6 agree, 4 1 2 1 1 4
4 1 2 1 1 4 ,"['THEM: i just wannt the 4 books ', ' YOU: gimme one book and the rest ', ' THEM: i can live with that ']", item0=1 item1=2 item2=1 ,7 agree, 4 2 2 0 1 2
2 2 4 1 1 2 ,"['THEM: i need the ball and 2 books ', ' YOU: take the ball and give me 1 book atleast and the hats ', ' THEM: ok so i will take 1 ball and 1 book ? ', ' YOU: yes perfect so i will take hats and one book ', ' THEM: deal ']", item0=1 item1=4 item2=0 ,6 agree, 2 3 4 0 1 4
2 3 4 0 1 4 ,"['YOU: i need the ball and 2 books ', ' THEM: take the ball and give me 1 book atleast and the hats ', ' YOU: ok so i will take 1 ball and 1 book ? ', ' THEM: yes perfect so i will take hats and one book ', ' YOU: deal ']", item0=1 item1=0 item2=1 ,7 agree, 2 2 4 1 1 2
1 2 3 0 1 8 ,"['YOU: what would you like ', ' THEM: i need the hats and the book please ', ' YOU: how about all hats for you and i keep the rest ', ' THEM: okay that seems acceptable . deal . ', ' YOU: deal ']", item0=1 item1=0 item2=1 ,10 agree, 1 1 3 3 1 0
1 1 3 3 1 0 ,"['THEM: what would you like ', ' YOU: i need the hats and the book please ', ' THEM: how about all hats for you and i keep the rest ', ' YOU: okay that seems acceptable . deal . ', ' THEM: deal ']", item0=0 item1=3 item2=0 ,9 agree, 1 2 3 0 1 8
3 0 2 5 2 0 ,"['YOU: i need the two hats and you could keep the rest ', ' THEM: thats fine ']", item0=0 item1=2 item2=0 ,10 agree, 3 2 2 1 2 1
3 2 2 1 2 1 ,"['THEM: i need the two hats and you could keep the rest ', ' YOU: thats fine ']", item0=3 item1=0 item2=2 ,8 agree, 3 0 2 5 2 0
1 6 3 1 1 1 ,"['YOU: need book and 2 hats ', "" THEM: i'll give you everything if you let me keep the book "", ' YOU: ouch , book only thing worth something ', ' THEM: same ', ' YOU: no deal ? ', ' THEM: guess not ', ' YOU: ok ']", item0=1 item1=3 item2=1 ,10 disagree, 1 8 3 0 1 2
1 2 2 1 3 2 ,"['THEM: can i take the hats and book ? you get the balls ? ', ' YOU: sorry i cant let you do that i need the book and balls ', "" THEM: unfortunately i can't let go of the book . i can give up one of the hats if need be , though . "", ' YOU: i guess we can do that i wont be at alot of points though ', "" THEM: pretty much the same after giving up the hat , but at least we'll be just about even , i believe ? i think that's our best bet . . . i get 1 book , 1 hat , you get 3 balls , 1 hat ? "", ' YOU: yes thats fine ']", item0=0 item1=1 item2=3 ,7 agree, 1 4 2 3 3 0
1 4 2 3 3 0 ,"['YOU: can i take the hats and book ? you get the balls ? ', ' THEM: sorry i cant let you do that i need the book and balls ', "" YOU: unfortunately i can't let go of the book . i can give up one of the hats if need be , though . "", ' THEM: i guess we can do that i wont be at alot of points though ', "" YOU: pretty much the same after giving up the hat , but at least we'll be just about even , i believe ? i think that's our best bet . . . i get 1 book , 1 hat , you get 3 balls , 1 hat ? "", ' THEM: yes thats fine ']", item0=1 item1=1 item2=0 ,7 agree, 1 2 2 1 3 2
1 5 4 0 1 5 ,"['YOU: hello ', "" THEM: i'd like hats if that works for you . "", ' YOU: if i get the books and balls ', ' THEM: agreed . ', ' YOU: ok deal ']", item0=1 item1=0 item2=1 ,10 agree, 1 0 4 2 1 2
1 0 4 2 1 2 ,"['THEM: hello ', "" YOU: i'd like hats if that works for you . "", ' THEM: if i get the books and balls ', ' YOU: agreed . ', ' THEM: ok deal ']", item0=0 item1=4 item2=0 ,8 agree, 1 5 4 0 1 5
3 2 1 3 1 1 ,"['YOU: books and hat please ', "" THEM: you can have the books , i'll take hat and ball "", ' YOU: id like hat and 2 books ', ' THEM: you can have the hat and one book . deal ? ', ' YOU: no ', ' THEM: i take hat and one book then ', ' YOU: fine ']", item0=2 item1=0 item2=1 ,5 disagree, 3 1 1 3 1 4
3 1 1 3 1 4 ,"['THEM: books and hat please ', "" YOU: you can have the books , i'll take hat and ball "", ' THEM: id like hat and 2 books ', ' YOU: you can have the hat and one book . deal ? ', ' THEM: no ', ' YOU: i take hat and one book then ', ' THEM: fine ']", item0=1 item1=1 item2=1 ,8 disagree, 3 2 1 3 1 1
4 1 1 1 1 5 ,"['THEM: hi , ill take the hat and ball and you can have all the books ', ' YOU: deal ']", item0=4 item1=0 item2=0 ,4 agree, 4 0 1 7 1 3
4 0 1 7 1 3 ,"['YOU: hi , ill take the hat and ball and you can have all the books ', ' THEM: deal ']", item0=0 item1=1 item2=1 ,10 agree, 4 1 1 1 1 5
2 3 1 4 2 0 ,"['THEM: how about you get one hat and one book ', ' YOU: i can part with 2 balls but can i get the hat and both books ? ', ' THEM: yes you can get two books and one hat ', ' YOU: deal ']", item0=2 item1=1 item2=0 ,10 agree, 2 1 1 0 2 4
2 1 1 0 2 4 ,"['YOU: how about you get one hat and one book ', ' THEM: i can part with 2 balls but can i get the hat and both books ? ', ' YOU: yes you can get two books and one hat ', ' THEM: deal ']", item0=0 item1=0 item2=2 ,8 agree, 2 3 1 4 2 0
1 2 1 2 3 2 ,"['THEM: may i have the book and 1 ball . you get the rest ', ' YOU: deal ', ' THEM: deal ']", item0=0 item1=1 item2=2 ,6 agree, 1 7 1 0 3 1
1 7 1 0 3 1 ,"['YOU: may i have the book and 1 ball . you get the rest ', ' THEM: deal ', ' YOU: deal ']", item0=1 item1=0 item2=1 ,8 agree, 1 2 1 2 3 2
2 2 3 0 2 3 ,"['YOU: give me all balls and books ', ' THEM: how about 2 balls and 1 book for the hats and 1 book for me ', ' YOU: ok ']", item0=1 item1=0 item2=2 ,8 agree, 2 2 3 2 2 0
2 2 3 2 2 0 ,"['THEM: give me all balls and books ', ' YOU: how about 2 balls and 1 book for the hats and 1 book for me ', ' THEM: ok ']", item0=1 item1=3 item2=0 ,8 agree, 2 2 3 0 2 3
2 5 1 0 3 0 ,"['THEM: i would like books and hat ', ' YOU: i would like books ', "" THEM: i'd give you books if i get everthing else "", ' YOU: thats fair ', ' THEM: ok ']", item0=2 item1=0 item2=0 ,10 agree, 2 2 1 3 3 1
2 2 1 3 3 1 ,"['YOU: i would like books and hat ', ' THEM: i would like books ', "" YOU: i'd give you books if i get everthing else "", ' THEM: thats fair ', ' YOU: ok ']", item0=0 item1=1 item2=3 ,6 agree, 2 5 1 0 3 0
1 6 1 0 4 1 ,"['YOU: i would the book and a ball , please . ', ' THEM: how about all 4 balls and i get the other two ', ' YOU: how about you give me 1 ball and the book . ', ' THEM: deal ']", item0=1 item1=0 item2=1 ,7 agree, 1 3 1 7 4 0
1 3 1 7 4 0 ,"['THEM: i would the book and a ball , please . ', ' YOU: how about all 4 balls and i get the other two ', ' THEM: how about you give me 1 ball and the book . ', ' YOU: deal ']", item0=0 item1=1 item2=3 ,7 agree, 1 6 1 0 4 1
2 3 1 0 4 1 ,"['YOU: give me the books and balls ', ' THEM: balls and hats for me ', ' YOU: give me books and 2 balls ', "" THEM: i'll take the hat and three balls "", ' YOU: deal ']", item0=2 item1=0 item2=1 ,7 agree, 2 0 1 2 4 2
