index,sentences,template
26441,ok,_deal 
26447,nope,_nodeal 
26449,any way you'd give up the book for balls ?,_need (_hats:1 ) _offer (_balls:all) 
26457,sure,_deal 
26480,agreed,_deal 
26481,no deal,_nodeal 
26485,no deal,_nodeal 
26486,no deal,_nodeal 
26487,no deal,_nodeal 
26488,no deal .,_nodeal 
26498,yes,_deal 
26505,balls have 0 value on my end,_need (_balls:0) 
26509,sounds good,_deal 
26515,deal,_deal 
26516,yes,_deal 
26523,deal,_deal 
26532,boo,_nodeal 
26535,deal,_deal 
26538,ok deal,_deal 
26542,deal,_deal 
26548,no deal,_nodeal 
26549,nd,_nodeal 
26550,nd,_nodeal 
26553,balls worthless to me,_need (_balls:0) 
26554,nd,_nodeal 
26555,nd,_nodeal 
26558,ok,_deal 
26562,deal .,_deal 
26566,i agree .,_deal 
26568,ok .,_deal 
26572,ok,_deal 
26577,deal,_deal 
26582,deal,_deal 
26595,deal,_deal 
26598,deal,_deal 
26606,ok,_deal 
26613,hello,_greeting 
26615,ok deal,_deal 
26617,agreed .,_deal 
26618,books and hat please,_need (_books:all _hats:1 ) 
26620,no,_nodeal 
26621,fine,_deal 
26625,deal,_deal 
26628,deal,_deal 
26631,deal,_deal 
26633,deal,_deal 
26635,ok,_deal 
26641,ok,_deal 
26645,deal,_deal 
26648,deal,_deal 
26649,balls and hats for me,_need (_hats:all _balls:all) 
26657,ok deal,_deal 
26662,all i want is the hat and the balls,_need (_hats:1 _balls:all) 
26663,yes,_deal 
26669,deal,_deal 
26670,ok,_deal 
26685,deal,_deal 
26691,"alright , i'll take both books and the hats .",_deal _need (_books:all _hats:all ) 
26692,deal .,_deal 
26694,deal .,_deal 
26697,deal,_deal 
26702,fine,_deal 
26705,balls are worth nothing to me,_need (_balls:0) 
26709,2 hats and 2 balls then ?,_misc (_hats:2 _balls:2) 
26710,2 balls and 2 hats ?,_misc (_hats:2 _balls:2) 
26712,2 hats 1 ball and 2 books ?,_misc (_books:2 _hats:2 _balls:1) 
26714,2 hats and 2 books,_misc (_books:2 _hats:2 ) 
26716,ok deal,_deal 
26723,no deal .,_nodeal 
26727,sure,_deal 
26729,deal,_deal 
26734,no deal,_nodeal 
26735,no deal,_nodeal 
26739,ok,_deal 
26760,deal !,_deal 
26762,deal,_deal 
26766,no deal .,_nodeal 
26768,deal .,_deal 
26775,okay deal .,_deal 
26779,deal,_deal 
26781,1 book and 1 ball for me ? the rest for you ? deal,_need (_books:1 _balls:1) _offer (_books:rest _hats:rest _balls:rest) 
26785,book and one ball,_misc (_books:1 _balls:1) 
26795,great,_deal 
26800,no can do,_nodeal 
26804,no can do,_nodeal 
26807,thanks,_deal _thanks 
26808,deal,_deal 
26815,deal !,_deal 
26819,ok deal,_deal 
26821,yes,_deal 
26822,okay deal,_deal 
26824,thanks,_deal _thanks 
26825,okay deal .,_deal 
26844,yes,_deal 
26846,because i need to make a decent score . . . . . .,_nodeal 
26848,no deal,_nodeal 
26850,deal,_deal 
26852,deal .,_deal 
26857,agreed . no deal .,_nodeal 
26858,no deal .,_nodeal 
26859,"and i would like a million dollars , you take oe ball and one book",_offer (_books:1 _balls:1) 
26860,ball and two books for you,_offer (_books:2 _balls:1) 
26861,no deal,_nodeal 
26862,no,_nodeal 
26863,no deal,_nodeal 
26870,ok deal,_deal 
26883,deal !,_deal 
26885,deal .,_deal 
26892,deal,_deal 
26900,"ball , one hat , one book .",_misc (_books:1 _hats:1 _balls:1) 
26907,deal,_deal 
26909,no,_nodeal 
26912,sure,_deal 
26917,sure,_deal 
26925,sounds good,_deal 
26927,okay deal .,_deal 
26931,ok deal,_deal 
26934,yep,_deal 
26937,balls are zero for me =\,_need (_balls:0) 
26938,ok,_deal 
26945,"all hats yes but no ball , no book then i can't have that much",_misc (_books:0 _hats:all _balls:0) 
26950,ok,_deal 
26959,and i would only have 3 if you get the ball and book .,_offer (_books:1 _balls:1) 
26961,book and hats is only 4,_misc (_books:1 _hats:all ) 
26972,deal,_deal 
26981,deal,_deal 
26984,"alas , i'm going to need either the hat or the ball in addition to the balls to fight battles of my own",_need (_hats:1 _balls:1) 
26985,deal,_deal 
26990,okay,_deal 
26991,yes,_deal 
27001,yes,_deal 
27002,no way,_nodeal 
27006,ok deal .,_deal 
27008,deal,_deal 
27009,deal . you get 1 book and 1 ball,_deal 
27014,books are 0 for me .,_need (_books:0 ) 
27024,okay,_deal 
27027,yes,_deal 
27028,deal,_deal 
27038,no deal then,_nodeal 
27050,ok deal,_deal 
27055,"ok , deal",_deal 
27059,okay,_deal 
27067,deal,_deal 
27077,hi,_greeting 
27081,hi,_greeting 
27085,deal,_deal 
27089,"all hats to me , you get the rest",_need (_hats:all ) _offer (_books:rest _hats:rest _balls:rest) 
27092,deal .,_deal 
27098,ok deal,_deal 
27103,okay deal .,_deal 
27110,no deal .,_nodeal 
27114,no deal,_nodeal 
27115,no deal,_nodeal 
27117,yes,_deal 
27120,sounds good,_deal 
27126,sounds good,_deal 
27131,no,_nodeal 
27137,no deal then,_nodeal 
27144,no deal,_nodeal 
27153,"alright , you can have the ball . . . i'll take the hat and wear it with pride !",_yes _need (_hats:1 ) _offer (_balls:1) 
27156,thanks !,_deal _thanks 
27171,yes,_deal 
27176,deal,_deal 
27178,okay deal,_deal 
27183,yep,_deal 
27186,no deal,_nodeal 
27187,no deal,_nodeal 
27190,at least one book . 3 hats and one book,_misc (_books:1 _hats:3 ) 
27192,no deal,_nodeal 
27193,no deal,_nodeal 
27197,no deal .,_nodeal 
27198,no deal .,_nodeal 
27200,ok,_deal 
27202,deal,_deal 
27204,balls hace zero value on my end,_need (_balls:0) 
27205,ok,_deal 
27213,no deal,_nodeal 
27214,ok,_deal 
27218,no deal,_nodeal 
27219,no deal,_nodeal 
27221,ok,_deal 
27226,no deal .,_nodeal 
27236,"balls worth little , need book",_need (_books:1 _balls:0) 
27237,ok,_deal 
27240,ok,_deal 
27243,no deal .,_nodeal 
27245,deal !,_deal 
27249,sounds good .,_deal 
27253,ok deal,_deal 
27257,deal,_deal 
27260,no deal,_nodeal 
27261,ok,_deal 
27264,ok deal,_deal 
27274,sounds good,_deal 
27276,okay great !,_deal 
27280,deal,_deal 
27283,i can't do that,_nodeal 
27284,okay,_deal 
27287,sounds good,_deal 
27294,balls have 0 value for me . how about i take the hat and you get the rest ?,_need (_hats:1 _balls:0) _offer (_books:rest _hats:rest _balls:rest) 
27309,yes,_deal 
27314,deal .,_deal 
27323,no deal,_nodeal 
27325,no deal,_nodeal 
27343,sounds good,_deal 
27350,no deal,_nodeal 
27351,no deal,_nodeal 
27352,no deal,_nodeal 
27367,are you sure ? my grandma really needs the ball,_need (_balls:1) 
27372,ok,_deal 
27374,great,_deal 
27379,deal,_deal 
27386,deal,_deal 
27389,yes,_deal 
27393,okay .,_deal 
27410,ok,_deal 
27416,deal .,_deal 
27426,deal .,_deal 
27428,deal !,_deal 
27432,deal .,_deal 
27438,deal,_deal 
27441,deal,_deal 
27445,and im betting those balls are worth a lot more to you than me and those books less so how about you keep your balls and i'll take those books and hat,_need (_books:all _hats:1 ) _offer (_balls:all) 
27447,nope,_nodeal 
27451,okay thank you !,_deal 
27463,no deal,_nodeal 
27465,thx,_deal _thanks 
27476,deal,_deal 
27480,yes,_deal 
27492,ok,_deal 
27494,deal,_deal 
27500,sounds good,_deal 
27514,ok,_deal 
27520,no deal .,_nodeal 
27521,as i said no deal .,_nodeal 
27525,book or no deal here,_need (_books:1 ) 
27536,no deal,_nodeal 
27542,ok,_deal 
27550,ok,_deal 
27553,3 books and a hat,_misc (_books:3 _hats:1 ) 
27555,ok,_deal 
27561,ok,_deal 
27564,1 hat 1 ball and i keep the rest,_need (_books:rest _hats:rest _balls:rest) _offer (_hats:1 _balls:1) 
27565,3 balls and a hat ?,_misc (_hats:1 _balls:3) 
27566,haha no,_nodeal 
27581,no deal,_nodeal 
27582,no deal,_nodeal 
27592,books all yours but not the hat,_need (_hats:1 ) _offer (_books:all ) 
27608,thanks,_deal _thanks 
27613,ok,_deal 
27616,okay,_deal 
27620,no way,_nodeal 
27621,cool,_deal 
27623,sure,_deal 
27625,deal,_deal 
27635,i can't do that,_nodeal 
27636,i can't do that,_nodeal 
27639,fine,_deal 
27640,books and hats,_misc (_books:all _hats:all ) 
27647,alrighty,_deal 
27648,no deal,_nodeal 
27652,deal,_deal 
27654,thanks,_deal _thanks 
27655,agreed .,_deal 
27658,books and hats,_misc (_books:all _hats:all ) 
27659,okay deal,_deal 
27661,okay,_deal 
27668,ok deal,_deal 
27677,no deal,_nodeal 
27678,no deal,_nodeal 
27679,no deal,_nodeal 
27681,ok,_deal 
27686,ok deal,_deal 
27690,deal .,_deal 
27707,great ! thank you !,_deal 
27712,no deal,_nodeal 
27744,books and hats,_misc (_books:all _hats:all ) 
27745,yes,_deal 
27748,ok deal,_deal 
27752,ok,_deal 
27753,deal,_deal 
27758,deal !,_deal 
27763,book is 7 for me .,_need (_books:1 ) 
27776,1 of my books for 1 of your hats,_need (_hats:1 ) _offer (_books:1 ) 
27779,ok,_deal 
27783,deal,_deal 
27791,thx,_deal _thanks 
27797,ok,_deal 
27802,thanks,_deal _thanks 
27810,no deal,_nodeal 
27815,okay no deal .,_nodeal 
27817,"2 hats and a book for me , you get rest ?",_need (_books:1 _hats:2 ) _offer (_books:rest _hats:rest _balls:rest) 
27818,deal,_deal 
27829,deal,_deal 
27835,ok,_deal 
27839,thank you !,_deal 
27841,deal,_deal 
27844,ok deal,_deal 
27847,deal,_deal 
27850,thanks,_deal _thanks 
27852,okay deal .,_deal 
27856,deal,_deal 
27860,deal,_deal 
27862,thank you,_deal _thanks 
27864,deal .,_deal 
27868,ok no deal,_nodeal 
27869,no,_nodeal 
27870,deal,_deal 
27872,thanks,_deal _thanks 
27873,all i need is the hat and the ball .,_need (_hats:1 _balls:1) 
27876,deal .,_deal 
27879,okay,_deal 
27885,ok deal,_deal 
27900,thanks,_deal _thanks 
27914,ball is 7 .,_need (_balls:1) 
27918,deal .,_deal 
27923,deal,_deal 
27925,deal,_deal 
27946,thanks : ),_deal 
27948,ok deal .,_deal 
27957,deal,_deal 
27962,ok,_deal 
27971,deal,_deal 
28006,ok,_deal 
28013,ok deal,_deal 
28019,ball and hat for me please,_need (_hats:1 _balls:1) 
28020,and the book,_misc (_books:1 ) 
28021,ok deal,_deal 
28024,okay thank you !,_deal 
28027,book and balls,_misc (_books:1 _balls:all) 
28029,then no deal,_nodeal 
28030,no deal,_nodeal 
28031,no deal,_nodeal 
28034,no deal,_nodeal 
28035,no deal,_nodeal 
28036,no deal,_nodeal 
28041,ok,_deal 
28042,ok deal,_deal 
28048,okay,_deal 
28056,thanks,_deal _thanks 
28064,okay,_deal 
28075,deal,_deal 
28078,deal,_deal 
28085,deal,_deal 
28086,yep,_deal 
28093,deal,_deal 
28095,"as it is to me , you can have everything else if i can have the hat",_need (_hats:1 ) _offer (_books:rest _hats:rest _balls:rest) 
28097,book and one ball,_misc (_books:1 _balls:1) 
28109,deal .,_deal 
28113,deal .,_deal 
28119,deal 7,_deal 
28124,okay deal,_deal 
28129,deal,_deal 
28134,okay deal .,_deal 
28139,deal,_deal 
28140,hello,_greeting 
28141,yes,_deal 
28144,okay,_deal 
28148,okay deal,_deal 
28150,deal,_deal 
28154,okay,_deal 
28158,"ok , deal .",_deal 
28162,no deal,_nodeal 
28163,no deal,_nodeal 
28164,no deal,_nodeal 
28167,no deal,_nodeal 
28168,no deal,_nodeal 
28169,no deal,_nodeal 
28173,sorry no deal,_nodeal 
28174,no deal,_nodeal 
28175,no deal,_nodeal 
28185,deal,_deal 
28186,ball and one hat,_misc (_hats:1 _balls:1) 
28187,ok,_deal 
28191,yes,_deal 
28195,sounds good,_deal 
28197,deal,_deal 
28203,deal .,_deal 
28207,deal,_deal 
28210,okay,_deal 
28212,sounds good,_deal 
28221,book is 6 points for me . i don't deal for less than 6 .,_need (_books:1 ) 
28222,no ?,_nodeal 
28243,nope,_nodeal 
28246,deal,_deal 
28249,sounds good,_deal 
28250,okay,_deal 
28256,no,_nodeal 
28261,no deal .,_nodeal 
28267,deal .,_deal 
28269,sounds good,_deal 
28273,okay deal,_deal 
28275,ok,_deal 
28276,how about no,_nodeal 
28279,no,_nodeal 
28280,no,_nodeal 
28284,no deal,_nodeal 
28285,no deal .,_nodeal 
28291,yes,_deal 
28293,deal,_deal 
28300,okay,_deal 
28308,yes,_deal 
28315,book is the onlything with points,_need (_books:1 ) 
28318,no deal : /,_nodeal 
28337,yep,_deal 
28342,ok deal,_deal 
28351,no deal .,_nodeal 
28352,no deal .,_nodeal 
28360,yes,_deal 
28365,ok,_deal 
28367,thank you .,_deal 
28376,deal,_deal 
28383,ok,_deal 
28385,ok thanks,_deal 
28388,alright that works,_deal 
28390,deal,_deal 
28392,great,_deal 
28393,deal,_deal 
28397,ball and books for me,_need (_books:all _balls:1) 
28402,deal .,_deal 
28409,no deal,_nodeal 
28422,actually can i have the other book too . i've never got two books,_need (_books:2 ) 
28426,okay .,_deal 
28431,deal,_deal 
28439,okay great ! thank you !,_deal 
28447,books and the ball,_misc (_books:all _balls:1) 
28449,ok deal,_deal 
28453,ok deal,_deal 
28467,okay great ! thank you !,_deal 
28468,deal,_deal 
28470,balls and one hat for you,_offer (_hats:1 _balls:all) 
28472,deal .,_deal 
28477,ok,_deal 
28484,okay,_deal 
28486,book and one ball for me,_need (_books:1 _balls:1) 
28490,deal,_deal 
28492,deal . thank you .,_deal _thanks 
28498,no deal,_nodeal 
28499,no deal,_nodeal 
28500,no deal,_nodeal 
28503,no deal .,_nodeal 
28504,no deal .,_nodeal 
28505,no deal .,_nodeal 
28511,no deal .,_nodeal 
28515,no deal then .,_nodeal 
28516,no can do,_nodeal 
28517,no deal,_nodeal 
28519,no can do,_nodeal 
28521,no deal,_nodeal 
28522,no deal,_nodeal 
28523,"and ill take the hats and the ball , deal",_need (_hats:all _balls:1) 
28529,deal .,_deal 
28530,no deal,_nodeal 
28541,ok,_deal 
28542,hi,_greeting 
28543,sure,_deal 
28550,deal,_deal 
28569,deal,_deal 
28579,okay no deal .,_nodeal 
28583,add a hat to that and we have a deal .,_misc (_hats:1 ) 
28601,deal,_deal 
28603,sure,_deal 
28606,ok,_deal 
28610,deal .,_deal 
28612,hello,_greeting 
28614,okay,_deal 
28618,deal,_deal 
28620,sure,_deal 
28624,sure,_deal 
28628,ok,_deal 
28642,deal,_deal 
28645,deal,_deal 
28647,deal,_deal 
28649,okay .,_deal 
28652,ok deal,_deal 
28657,ok deal .,_deal 
28659,ok,_deal 
28661,deal .,_deal 
28669,okay,_deal 
28673,deal .,_deal 
28680,no deal,_nodeal 
28682,deal,_deal 
28686,deal,_deal 
28690,okay,_deal 
28693,deal,_deal 
28698,ok thanks,_deal 
28699,deal .,_deal 
28701,thank you !,_deal 
28704,ball and two hats . or the ball and a book thems my offers .,_misc (_hats:2 _balls:1) 
28706,deal,_deal 
28710,okay thank you !,_deal 
28719,ok,_deal 
28726,yes,_deal 
28731,deal,_deal 
28736,nope,_nodeal 
28738,ok,_deal 
28741,ok,_deal 
28742,deal,_deal 
28757,"alright , hitting no deal reach . have a good one .",_nodeal 
28760,"best i can do is i keep the hat , you get everything else .",_need (_hats:1 ) _offer (_books:rest _hats:rest _balls:rest) 
28768,okay,_deal 
28769,and would like a million dollars with that too,_nodeal 
28770,ball and two books for you,_offer (_books:2 _balls:1) 
28771,ball and two books for you,_offer (_books:2 _balls:1) 
28786,deal,_deal 
28790,yes .,_deal 
28795,great,_deal 
28797,deal,_deal 
28798,2 balls and 1 book and we have a deal,_misc (_books:1 _balls:2) 
28799,yep,_deal 
28803,okay thank you !,_deal 
28805,deal,_deal 
28810,a ball and a book .,_misc (_books:1 _balls:1) 
28811,ok,_deal 
28813,no deal then,_nodeal 
28814,okay,_deal 
28830,ok,_deal 
28834,great !,_deal 
28837,deal,_deal 
28841,"no ,",_nodeal 
28846,"alright , hats and 2 books .",_deal _misc (_books:2 _hats:all ) 
28848,ok deal,_deal 
28850,balls have 0 value on my end,_need (_balls:0) 
28857,no deal .,_nodeal 
28860,deal,_deal 
28863,2 hats and the book .,_misc (_books:1 _hats:2 ) 
28871,"ok , deal",_deal 
28875,deal,_deal 
28880,no deal,_nodeal 
28881,no deal,_nodeal 
28884,2 balls 1 book is my best offer,_misc (_books:1 _balls:2) 
28889,deal .,_deal 
28891,deal .,_deal 
28899,ok,_deal 
28915,"and i keep the rest , how much is book to you",_need (_books:rest _hats:rest _balls:rest) 
28916,ok deal,_deal 
28930,no deal,_nodeal 
28935,books are 0 s .,_need (_books:0 ) 
28936,thanks,_deal _thanks 
28946,deal .,_deal 
28948,ok,_deal 
28950,ok,_deal 
28952,i can do that,_deal 
28954,no deal,_nodeal 
28957,"alright , no deal !",_nodeal 
28959,no deal,_nodeal 
28960,no deal,_nodeal 
28961,no deal,_nodeal 
28962,no deal,_nodeal 
28968,yep,_deal 
28972,2 balls and you get eveything else ?,_need (_balls:2) _offer (_books:rest _hats:rest _balls:rest) 
28975,deal .,_deal 
28981,deal .,_deal 
28982,okay,_deal 
28987,deal,_deal 
28989,deal !,_deal 
28998,deal . no need to be pissy,_deal 
29003,ok deal,_deal 
29007,no can do,_nodeal 
29008,deal,_deal 
29011,ok deal,_deal 
29016,no deal,_nodeal 
29019,no deal,_nodeal 
29020,no deal,_nodeal 
29022,deal,_deal 
29032,"book is my high one as well . i can give you the book 1 and 1 ball , i take the rest",_need (_books:rest _hats:rest _balls:rest) _offer (_books:1 _balls:1) 
29033,deal,_deal 
29038,okay deal,_deal 
29042,fine,_deal 
29047,and i'd take one hat and the balls ?,_need (_hats:1 _balls:all) 
29048,deal !,_deal 
29052,deal .,_deal 
29060,deal,_deal 
29068,ok deal .,_deal 
29070,thanks,_deal _thanks 
29071,deal,_deal 
29079,deal,_deal 
29080,ok,_deal 
29085,deal,_deal 
29088,ok,_deal 
29089,yup,_deal 
29095,ok,_deal 
29117,then no deal,_nodeal 
29118,bold strategy cotton lets see how it works out for him . i would like two books and the ball .,_need (_books:2 _balls:1) 
29124,okay deal .,_deal 
29133,deal,_deal 
29135,okay thank you !,_deal 
29137,alright i guess so .,_deal 
29143,ok,_deal 
29146,! book and 4 hats to you,_offer (_books:1 _hats:4 ) 
29153,yup,_deal 
29159,sure,_deal 
29163,deal,_deal 
29166,"3 balls to you , the rest to me",_need (_books:rest _hats:rest _balls:rest) _offer (_balls:3) 
29168,okay,_deal 
29171,okay thank you !,_deal 
29173,deal,_deal 
29183,no deal .,_nodeal 
29187,okay great ! thank you !,_deal 
29193,ok,_deal 
29200,deal .,_deal 
29209,no deal then,_nodeal 
29217,no deal .,_nodeal 
29226,okay great !,_deal 
29238,deal,_deal 
29241,ok deal,_deal 
29244,deal,_deal 
29256,deal,_deal 
29261,deal,_deal 
29262,sure,_deal 
29269,ok .,_deal 
29271,ok,_deal 
29274,ok,_deal 
29278,deal,_deal 
29281,sounds good,_deal 
29295,deal .,_deal 
29305,ok,_deal 
29314,deal !,_deal 
29316,deal,_deal 
29323,deal,_deal 
29330,balls are the only thing i need,_need (_balls:all) 
29348,thank you,_deal _thanks 
29350,deal,_deal 
29354,deal,_deal 
29359,deal .,_deal 
29360,deal,_deal 
29365,ok,_deal 
29366,deal,_deal 
29372,agreed,_deal 
29375,deal .,_deal 
29380,ok,_deal 
29383,okay,_deal 
29385,and one ball,_misc (_balls:1) 
29386,book and hat then,_misc (_books:1 _hats:1 ) 
29387,no deal,_nodeal 
29388,ok,_deal 
29403,okay great ! thank you !,_deal 
29411,ok,_deal 
29416,thanks,_deal _thanks 
29418,ok,_deal 
29420,"alright , deal .",_deal 
29422,okay,_deal 
29425,2 hats 3 balls,_misc (_hats:2 _balls:3) 
29428,deal,_deal 
29431,being honest i have 0 use for the balls .,_need (_balls:0) 
29433,"aint pretty on my end either , think we both are getting the shaft on this one , i'll settle on 3 hats .",_counteroffer _need (_hats:3 ) 
29441,ok deal,_deal 
29444,2 hats and 3 balls for you,_offer (_hats:2 _balls:3) 
29445,deal,_deal 
29456,bah ! the ball is you're only sticking point for real ?,_nodeal _misc (_balls:1) 
29462,deal,_deal 
29476,deal,_deal 
29479,yes,_deal 
29486,okay deal,_deal 
29490,deal,_deal 
29497,balls have zero value for me,_need (_balls:0) 
29505,yes,_deal 
29508,deal .,_deal 
29510,sounds good,_deal 
29512,great,_deal 
29516,deal .,_deal 
29520,deal,_deal 
29522,deal,_deal 
29527,"okay , deal",_deal 
29531,deal,_deal 
29539,okay deal .,_deal 
29545,no deal,_nodeal 
29550,no deal .,_nodeal 
29554,no deal,_nodeal 
29555,deal,_deal 
29561,no deal .,_nodeal 
29570,1 of each item i can do,_misc (_books:1 _hats:1 _balls:1) 
29572,agreed,_deal 
29574,ok deal,_deal 
29575,2 balls and a hat to you ?,_offer (_hats:1 _balls:2) 
29580,ok,_deal 
29581,deal !,_deal 
29591,no deal,_nodeal 
29593,ball and 1 book is my best offer .,_misc (_books:1 _balls:1) 
29604,deal,_deal 
29607,okay,_deal 
29608,2 books and a hat,_misc (_books:2 _hats:1 ) 
29625,deal,_deal 
29629,ok,_deal 
29637,deal,_deal 
29639,deal,_deal 
29641,deal,_deal 
29645,okay,_deal 
29649,sounds good,_deal 
29658,deal,_deal 
29666,okay,_deal 
29676,ok deal,_deal 
29677,2 books and 2 hats,_misc (_books:2 _hats:2 ) 
29682,yes,_deal 
29687,sounds good,_deal 
29689,ok,_deal 
29700,: - ),_thanks 
29703,deal,_deal 
29719,ok,_deal 
29723,ok,_deal 
